Source;Target;Type;
125;939;Undirected;
134;837;Undirected;
135;617;Undirected;
136;668;Undirected;
137;485;Undirected;
138;789;Undirected;
141;143;Undirected;
143;500;Undirected;
146;246;Undirected;
146;248;Undirected;
146;574;Undirected;
147;161;Undirected;
148;171;Undirected;
149;339;Undirected;
150;443;Undirected;
151;528;Undirected;
152;495;Undirected;
153;810;Undirected;
154;197;Undirected;
154;783;Undirected;
156;635;Undirected;
160;546;Undirected;
160;760;Undirected;
161;359;Undirected;
161;781;Undirected;
162;404;Undirected;
163;238;Undirected;
163;576;Undirected;
164;519;Undirected;
164;826;Undirected;
165;614;Undirected;
167;615;Undirected;
169;394;Undirected;
170;282;Undirected;
170;565;Undirected;
172;863;Undirected;
179;302;Undirected;
179;597;Undirected;
179;693;Undirected;
180;324;Undirected;
180;372;Undirected;
180;980;Undirected;
181;963;Undirected;
182;251;Undirected;
183;592;Undirected;
183;683;Undirected;
183;746;Undirected;
183;986;Undirected;
184;825;Undirected;
185;718;Undirected;
186;681;Undirected;
187;592;Undirected;
188;953;Undirected;
188;985;Undirected;
189;659;Undirected;
191;904;Undirected;
192;219;Undirected;
192;909;Undirected;
193;234;Undirected;
193;909;Undirected;
197;658;Undirected;
199;744;Undirected;
201;771;Undirected;
202;492;Undirected;
205;907;Undirected;
206;514;Undirected;
206;675;Undirected;
206;767;Undirected;
208;451;Undirected;
209;322;Undirected;
209;463;Undirected;
210;946;Undirected;
212;938;Undirected;
213;330;Undirected;
214;483;Undirected;
217;483;Undirected;
217;963;Undirected;
223;945;Undirected;
225;280;Undirected;
225;757;Undirected;
225;786;Undirected;
228;271;Undirected;
228;974;Undirected;
231;585;Undirected;
232;495;Undirected;
232;607;Undirected;
235;338;Undirected;
236;898;Undirected;
237;477;Undirected;
238;312;Undirected;
238;663;Undirected;
238;823;Undirected;
239;241;Undirected;
239;258;Undirected;
239;885;Undirected;
241;273;Undirected;
241;422;Undirected;
241;677;Undirected;
243;327;Undirected;
244;687;Undirected;
246;516;Undirected;
246;768;Undirected;
246;893;Undirected;
248;766;Undirected;
250;821;Undirected;
250;884;Undirected;
251;847;Undirected;
251;936;Undirected;
258;407;Undirected;
260;910;Undirected;
261;563;Undirected;
263;832;Undirected;
264;265;Undirected;
264;861;Undirected;
266;541;Undirected;
271;784;Undirected;
272;762;Undirected;
273;861;Undirected;
275;709;Undirected;
275;719;Undirected;
275;961;Undirected;
279;605;Undirected;
283;802;Undirected;
284;586;Undirected;
284;825;Undirected;
291;520;Undirected;
291;719;Undirected;
295;912;Undirected;
296;330;Undirected;
296;631;Undirected;
296;680;Undirected;
296;936;Undirected;
297;842;Undirected;
299;474;Undirected;
299;826;Undirected;
304;534;Undirected;
306;907;Undirected;
306;941;Undirected;
307;677;Undirected;
309;650;Undirected;
311;730;Undirected;
315;685;Undirected;
317;591;Undirected;
317;708;Undirected;
318;731;Undirected;
322;610;Undirected;
322;633;Undirected;
322;867;Undirected;
325;377;Undirected;
325;929;Undirected;
326;457;Undirected;
328;640;Undirected;
333;414;Undirected;
333;512;Undirected;
335;601;Undirected;
337;843;Undirected;
337;972;Undirected;
338;345;Undirected;
339;457;Undirected;
341;427;Undirected;
342;486;Undirected;
342;487;Undirected;
343;907;Undirected;
344;851;Undirected;
345;732;Undirected;
346;689;Undirected;
350;971;Undirected;
351;597;Undirected;
351;750;Undirected;
351;968;Undirected;
353;579;Undirected;
354;592;Undirected;
355;990;Undirected;
356;396;Undirected;
361;561;Undirected;
363;705;Undirected;
364;437;Undirected;
366;717;Undirected;
367;565;Undirected;
373;515;Undirected;
373;526;Undirected;
373;846;Undirected;
374;571;Undirected;
375;415;Undirected;
376;529;Undirected;
376;633;Undirected;
378;876;Undirected;
382;827;Undirected;
385;864;Undirected;
389;989;Undirected;
390;532;Undirected;
393;613;Undirected;
394;552;Undirected;
396;977;Undirected;
398;528;Undirected;
398;847;Undirected;
401;416;Undirected;
402;713;Undirected;
403;613;Undirected;
404;485;Undirected;
406;549;Undirected;
409;650;Undirected;
410;724;Undirected;
411;596;Undirected;
411;625;Undirected;
415;603;Undirected;
418;546;Undirected;
419;816;Undirected;
421;863;Undirected;
422;617;Undirected;
422;737;Undirected;
424;890;Undirected;
426;869;Undirected;
427;967;Undirected;
428;706;Undirected;
429;613;Undirected;
435;979;Undirected;
437;601;Undirected;
438;464;Undirected;
445;648;Undirected;
446;807;Undirected;
447;776;Undirected;
448;790;Undirected;
449;935;Undirected;
451;627;Undirected;
451;708;Undirected;
451;771;Undirected;
454;976;Undirected;
454;989;Undirected;
459;616;Undirected;
462;696;Undirected;
463;765;Undirected;
467;759;Undirected;
468;618;Undirected;
468;969;Undirected;
470;509;Undirected;
470;722;Undirected;
471;693;Undirected;
471;868;Undirected;
473;479;Undirected;
473;772;Undirected;
476;840;Undirected;
479;608;Undirected;
481;753;Undirected;
485;569;Undirected;
485;743;Undirected;
487;783;Undirected;
491;686;Undirected;
491;759;Undirected;
495;906;Undirected;
496;761;Undirected;
497;979;Undirected;
499;693;Undirected;
501;548;Undirected;
503;792;Undirected;
503;829;Undirected;
504;587;Undirected;
505;618;Undirected;
509;957;Undirected;
510;845;Undirected;
511;852;Undirected;
513;976;Undirected;
514;558;Undirected;
514;872;Undirected;
515;970;Undirected;
519;749;Undirected;
522;935;Undirected;
525;600;Undirected;
527;743;Undirected;
528;586;Undirected;
528;661;Undirected;
529;680;Undirected;
531;879;Undirected;
532;951;Undirected;
536;787;Undirected;
538;723;Undirected;
540;620;Undirected;
540;650;Undirected;
541;672;Undirected;
541;790;Undirected;
543;756;Undirected;
545;669;Undirected;
546;914;Undirected;
547;745;Undirected;
547;934;Undirected;
549;601;Undirected;
553;654;Undirected;
555;767;Undirected;
557;984;Undirected;
558;909;Undirected;
559;744;Undirected;
563;607;Undirected;
564;617;Undirected;
570;616;Undirected;
570;707;Undirected;
570;796;Undirected;
572;871;Undirected;
575;772;Undirected;
576;858;Undirected;
578;768;Undirected;
578;795;Undirected;
579;958;Undirected;
584;703;Undirected;
586;686;Undirected;
589;978;Undirected;
591;708;Undirected;
591;794;Undirected;
595;750;Undirected;
601;671;Undirected;
608;650;Undirected;
613;890;Undirected;
616;639;Undirected;
616;966;Undirected;
620;663;Undirected;
625;643;Undirected;
626;821;Undirected;
628;936;Undirected;
631;961;Undirected;
635;969;Undirected;
639;957;Undirected;
640;786;Undirected;
643;798;Undirected;
643;819;Undirected;
646;880;Undirected;
651;758;Undirected;
651;872;Undirected;
653;766;Undirected;
656;658;Undirected;
658;847;Undirected;
661;919;Undirected;
665;745;Undirected;
672;839;Undirected;
673;976;Undirected;
677;703;Undirected;
678;918;Undirected;
680;723;Undirected;
696;737;Undirected;
697;743;Undirected;
699;787;Undirected;
703;879;Undirected;
709;853;Undirected;
716;945;Undirected;
718;893;Undirected;
728;921;Undirected;
729;795;Undirected;
729;949;Undirected;
733;960;Undirected;
735;750;Undirected;
739;743;Undirected;
745;872;Undirected;
750;952;Undirected;
750;989;Undirected;
755;839;Undirected;
756;821;Undirected;
761;964;Undirected;
762;917;Undirected;
767;927;Undirected;
767;945;Undirected;
768;780;Undirected;
770;834;Undirected;
774;990;Undirected;
775;928;Undirected;
780;862;Undirected;
784;841;Undirected;
784;853;Undirected;
785;790;Undirected;
785;868;Undirected;
787;882;Undirected;
800;951;Undirected;
813;992;Undirected;
818;981;Undirected;
841;848;Undirected;
843;884;Undirected;
843;990;Undirected;
844;892;Undirected;
844;930;Undirected;
874;956;Undirected;
880;972;Undirected;
884;958;Undirected;
896;995;Undirected;
898;982;Undirected;
914;953;Undirected;
916;940;Undirected;
934;996;Undirected;
939;972;Undirected;
940;969;Undirected;
975;987;Undirected;
979;995;Undirected;
