Source;Target;Type;
122;585;Undirected;
122;947;Undirected;
123;366;Undirected;
123;656;Undirected;
124;650;Undirected;
124;690;Undirected;
125;439;Undirected;
125;566;Undirected;
125;939;Undirected;
126;596;Undirected;
126;603;Undirected;
127;252;Undirected;
127;298;Undirected;
127;566;Undirected;
130;259;Undirected;
132;982;Undirected;
134;837;Undirected;
135;617;Undirected;
135;728;Undirected;
136;259;Undirected;
136;565;Undirected;
136;668;Undirected;
137;485;Undirected;
137;703;Undirected;
138;789;Undirected;
139;280;Undirected;
140;592;Undirected;
140;869;Undirected;
141;143;Undirected;
141;164;Undirected;
142;882;Undirected;
143;500;Undirected;
143;750;Undirected;
144;237;Undirected;
144;475;Undirected;
144;480;Undirected;
146;246;Undirected;
146;248;Undirected;
146;574;Undirected;
147;161;Undirected;
147;373;Undirected;
148;171;Undirected;
148;190;Undirected;
148;794;Undirected;
149;339;Undirected;
150;443;Undirected;
151;528;Undirected;
151;818;Undirected;
152;495;Undirected;
152;919;Undirected;
153;810;Undirected;
154;168;Undirected;
154;197;Undirected;
154;239;Undirected;
154;688;Undirected;
154;783;Undirected;
154;787;Undirected;
156;572;Undirected;
156;635;Undirected;
157;181;Undirected;
158;403;Undirected;
159;594;Undirected;
160;546;Undirected;
160;624;Undirected;
160;760;Undirected;
161;359;Undirected;
161;781;Undirected;
162;404;Undirected;
163;238;Undirected;
163;576;Undirected;
163;639;Undirected;
163;954;Undirected;
164;519;Undirected;
164;826;Undirected;
164;851;Undirected;
164;983;Undirected;
165;614;Undirected;
166;522;Undirected;
167;615;Undirected;
168;491;Undirected;
169;394;Undirected;
170;282;Undirected;
170;565;Undirected;
172;339;Undirected;
172;863;Undirected;
177;730;Undirected;
178;932;Undirected;
179;302;Undirected;
179;597;Undirected;
179;693;Undirected;
180;269;Undirected;
180;324;Undirected;
180;372;Undirected;
180;787;Undirected;
180;885;Undirected;
180;980;Undirected;
181;963;Undirected;
182;251;Undirected;
183;592;Undirected;
183;683;Undirected;
183;746;Undirected;
183;986;Undirected;
184;825;Undirected;
185;593;Undirected;
185;718;Undirected;
185;802;Undirected;
186;681;Undirected;
187;349;Undirected;
187;592;Undirected;
188;276;Undirected;
188;953;Undirected;
188;985;Undirected;
189;585;Undirected;
189;659;Undirected;
189;843;Undirected;
190;543;Undirected;
191;640;Undirected;
191;904;Undirected;
192;219;Undirected;
192;265;Undirected;
192;909;Undirected;
193;217;Undirected;
193;234;Undirected;
193;909;Undirected;
193;940;Undirected;
196;275;Undirected;
196;788;Undirected;
197;658;Undirected;
197;720;Undirected;
198;405;Undirected;
199;479;Undirected;
199;501;Undirected;
199;744;Undirected;
199;942;Undirected;
199;982;Undirected;
200;526;Undirected;
200;689;Undirected;
200;863;Undirected;
201;771;Undirected;
201;950;Undirected;
202;492;Undirected;
203;853;Undirected;
203;870;Undirected;
205;907;Undirected;
206;217;Undirected;
206;514;Undirected;
206;675;Undirected;
206;767;Undirected;
207;667;Undirected;
207;901;Undirected;
208;451;Undirected;
209;322;Undirected;
209;463;Undirected;
210;549;Undirected;
210;946;Undirected;
212;938;Undirected;
213;330;Undirected;
214;483;Undirected;
215;498;Undirected;
215;956;Undirected;
216;359;Undirected;
217;483;Undirected;
217;963;Undirected;
219;452;Undirected;
219;813;Undirected;
221;660;Undirected;
221;703;Undirected;
221;843;Undirected;
223;588;Undirected;
223;945;Undirected;
225;280;Undirected;
225;757;Undirected;
225;786;Undirected;
225;834;Undirected;
226;614;Undirected;
227;632;Undirected;
228;271;Undirected;
228;600;Undirected;
228;974;Undirected;
229;980;Undirected;
230;396;Undirected;
231;585;Undirected;
231;664;Undirected;
232;495;Undirected;
232;607;Undirected;
232;641;Undirected;
235;338;Undirected;
235;732;Undirected;
236;898;Undirected;
236;982;Undirected;
237;477;Undirected;
237;689;Undirected;
237;893;Undirected;
238;312;Undirected;
238;428;Undirected;
238;663;Undirected;
238;823;Undirected;
239;241;Undirected;
239;258;Undirected;
239;885;Undirected;
241;273;Undirected;
241;422;Undirected;
241;677;Undirected;
242;946;Undirected;
243;327;Undirected;
243;508;Undirected;
244;687;Undirected;
245;918;Undirected;
246;516;Undirected;
246;768;Undirected;
246;893;Undirected;
247;354;Undirected;
248;766;Undirected;
249;620;Undirected;
249;695;Undirected;
250;806;Undirected;
250;821;Undirected;
250;884;Undirected;
251;521;Undirected;
251;622;Undirected;
251;847;Undirected;
251;936;Undirected;
251;979;Undirected;
251;987;Undirected;
252;518;Undirected;
257;989;Undirected;
258;407;Undirected;
260;282;Undirected;
260;358;Undirected;
260;661;Undirected;
260;910;Undirected;
261;563;Undirected;
261;816;Undirected;
263;373;Undirected;
263;832;Undirected;
264;265;Undirected;
264;274;Undirected;
264;348;Undirected;
264;861;Undirected;
265;705;Undirected;
265;711;Undirected;
266;541;Undirected;
268;811;Undirected;
269;456;Undirected;
269;903;Undirected;
270;915;Undirected;
271;462;Undirected;
271;784;Undirected;
272;542;Undirected;
272;762;Undirected;
273;282;Undirected;
273;861;Undirected;
275;709;Undirected;
275;719;Undirected;
275;961;Undirected;
279;605;Undirected;
280;314;Undirected;
281;843;Undirected;
283;422;Undirected;
283;802;Undirected;
284;586;Undirected;
284;825;Undirected;
285;585;Undirected;
287;926;Undirected;
289;343;Undirected;
291;520;Undirected;
291;719;Undirected;
293;751;Undirected;
295;454;Undirected;
295;912;Undirected;
296;330;Undirected;
296;631;Undirected;
296;680;Undirected;
296;936;Undirected;
297;554;Undirected;
297;842;Undirected;
299;474;Undirected;
299;826;Undirected;
303;843;Undirected;
304;311;Undirected;
304;534;Undirected;
305;421;Undirected;
306;907;Undirected;
306;941;Undirected;
306;958;Undirected;
307;528;Undirected;
307;677;Undirected;
309;650;Undirected;
310;568;Undirected;
310;774;Undirected;
310;923;Undirected;
311;730;Undirected;
313;771;Undirected;
315;685;Undirected;
317;591;Undirected;
317;708;Undirected;
317;869;Undirected;
318;731;Undirected;
319;646;Undirected;
319;684;Undirected;
322;610;Undirected;
322;633;Undirected;
322;758;Undirected;
322;867;Undirected;
325;377;Undirected;
325;766;Undirected;
325;929;Undirected;
326;457;Undirected;
328;640;Undirected;
329;602;Undirected;
330;383;Undirected;
330;528;Undirected;
331;382;Undirected;
331;986;Undirected;
332;379;Undirected;
332;641;Undirected;
332;652;Undirected;
333;414;Undirected;
333;512;Undirected;
335;601;Undirected;
335;771;Undirected;
336;606;Undirected;
337;843;Undirected;
337;972;Undirected;
338;345;Undirected;
338;766;Undirected;
338;949;Undirected;
339;457;Undirected;
340;354;Undirected;
340;976;Undirected;
341;427;Undirected;
341;674;Undirected;
342;486;Undirected;
342;487;Undirected;
342;529;Undirected;
343;806;Undirected;
343;907;Undirected;
344;851;Undirected;
345;732;Undirected;
345;911;Undirected;
346;689;Undirected;
349;836;Undirected;
350;788;Undirected;
350;971;Undirected;
351;549;Undirected;
351;597;Undirected;
351;750;Undirected;
351;968;Undirected;
352;848;Undirected;
353;579;Undirected;
354;592;Undirected;
355;739;Undirected;
355;935;Undirected;
355;990;Undirected;
356;396;Undirected;
361;561;Undirected;
362;603;Undirected;
362;723;Undirected;
363;705;Undirected;
364;437;Undirected;
364;473;Undirected;
364;506;Undirected;
364;635;Undirected;
366;717;Undirected;
367;565;Undirected;
367;826;Undirected;
368;929;Undirected;
369;421;Undirected;
369;471;Undirected;
369;799;Undirected;
369;844;Undirected;
373;515;Undirected;
373;526;Undirected;
373;846;Undirected;
374;571;Undirected;
375;415;Undirected;
376;529;Undirected;
376;633;Undirected;
377;528;Undirected;
378;559;Undirected;
378;581;Undirected;
378;876;Undirected;
381;864;Undirected;
381;878;Undirected;
382;827;Undirected;
385;864;Undirected;
386;389;Undirected;
388;413;Undirected;
388;990;Undirected;
389;989;Undirected;
390;455;Undirected;
390;532;Undirected;
391;533;Undirected;
392;758;Undirected;
393;613;Undirected;
394;552;Undirected;
396;977;Undirected;
398;528;Undirected;
398;639;Undirected;
398;847;Undirected;
399;912;Undirected;
401;416;Undirected;
402;561;Undirected;
402;713;Undirected;
403;613;Undirected;
404;485;Undirected;
404;572;Undirected;
404;679;Undirected;
406;549;Undirected;
408;476;Undirected;
408;929;Undirected;
409;650;Undirected;
409;881;Undirected;
410;724;Undirected;
411;596;Undirected;
411;625;Undirected;
411;707;Undirected;
415;603;Undirected;
418;546;Undirected;
419;816;Undirected;
421;664;Undirected;
421;863;Undirected;
422;617;Undirected;
422;721;Undirected;
422;737;Undirected;
424;431;Undirected;
424;750;Undirected;
424;890;Undirected;
426;869;Undirected;
427;967;Undirected;
428;706;Undirected;
429;613;Undirected;
432;633;Undirected;
432;985;Undirected;
435;979;Undirected;
437;601;Undirected;
438;464;Undirected;
440;845;Undirected;
445;502;Undirected;
445;648;Undirected;
445;792;Undirected;
446;739;Undirected;
446;807;Undirected;
447;768;Undirected;
447;776;Undirected;
448;460;Undirected;
448;606;Undirected;
448;790;Undirected;
449;935;Undirected;
449;999;Undirected;
450;808;Undirected;
451;627;Undirected;
451;708;Undirected;
451;771;Undirected;
451;921;Undirected;
452;531;Undirected;
454;976;Undirected;
454;989;Undirected;
458;513;Undirected;
459;616;Undirected;
462;696;Undirected;
463;725;Undirected;
463;765;Undirected;
467;759;Undirected;
468;618;Undirected;
468;969;Undirected;
469;556;Undirected;
469;868;Undirected;
470;509;Undirected;
470;722;Undirected;
471;693;Undirected;
471;808;Undirected;
471;868;Undirected;
473;479;Undirected;
473;509;Undirected;
473;772;Undirected;
474;749;Undirected;
474;845;Undirected;
476;840;Undirected;
478;554;Undirected;
479;608;Undirected;
479;824;Undirected;
480;919;Undirected;
481;753;Undirected;
483;489;Undirected;
483;864;Undirected;
483;975;Undirected;
484;541;Undirected;
485;569;Undirected;
485;743;Undirected;
487;783;Undirected;
487;786;Undirected;
491;686;Undirected;
491;759;Undirected;
492;637;Undirected;
495;906;Undirected;
496;761;Undirected;
497;801;Undirected;
497;979;Undirected;
498;529;Undirected;
499;693;Undirected;
501;548;Undirected;
502;543;Undirected;
503;792;Undirected;
503;829;Undirected;
504;587;Undirected;
505;618;Undirected;
506;692;Undirected;
507;852;Undirected;
509;695;Undirected;
509;957;Undirected;
510;533;Undirected;
510;845;Undirected;
511;718;Undirected;
511;852;Undirected;
513;976;Undirected;
514;537;Undirected;
514;558;Undirected;
514;872;Undirected;
514;968;Undirected;
515;970;Undirected;
516;551;Undirected;
517;630;Undirected;
518;552;Undirected;
519;702;Undirected;
519;749;Undirected;
522;935;Undirected;
525;600;Undirected;
527;743;Undirected;
528;586;Undirected;
528;624;Undirected;
528;661;Undirected;
529;680;Undirected;
531;748;Undirected;
531;879;Undirected;
532;951;Undirected;
532;998;Undirected;
536;787;Undirected;
537;611;Undirected;
538;723;Undirected;
540;620;Undirected;
540;650;Undirected;
540;839;Undirected;
541;672;Undirected;
541;754;Undirected;
541;790;Undirected;
543;589;Undirected;
543;756;Undirected;
545;669;Undirected;
546;914;Undirected;
547;745;Undirected;
547;934;Undirected;
549;601;Undirected;
550;559;Undirected;
550;634;Undirected;
553;654;Undirected;
555;684;Undirected;
555;767;Undirected;
557;984;Undirected;
558;909;Undirected;
558;999;Undirected;
559;744;Undirected;
562;734;Undirected;
563;607;Undirected;
564;617;Undirected;
564;955;Undirected;
566;865;Undirected;
570;616;Undirected;
570;707;Undirected;
570;796;Undirected;
572;871;Undirected;
572;941;Undirected;
572;981;Undirected;
573;714;Undirected;
574;679;Undirected;
575;772;Undirected;
576;858;Undirected;
578;768;Undirected;
578;795;Undirected;
579;652;Undirected;
579;958;Undirected;
580;609;Undirected;
582;720;Undirected;
584;703;Undirected;
586;686;Undirected;
586;908;Undirected;
587;691;Undirected;
588;765;Undirected;
589;978;Undirected;
590;700;Undirected;
591;708;Undirected;
591;794;Undirected;
595;750;Undirected;
595;781;Undirected;
599;621;Undirected;
599;696;Undirected;
599;802;Undirected;
601;671;Undirected;
608;650;Undirected;
608;829;Undirected;
609;619;Undirected;
613;890;Undirected;
616;639;Undirected;
616;966;Undirected;
619;986;Undirected;
620;627;Undirected;
620;663;Undirected;
620;812;Undirected;
621;688;Undirected;
625;643;Undirected;
626;781;Undirected;
626;821;Undirected;
626;886;Undirected;
628;936;Undirected;
631;961;Undirected;
634;733;Undirected;
634;857;Undirected;
635;969;Undirected;
639;957;Undirected;
640;704;Undirected;
640;786;Undirected;
643;798;Undirected;
643;819;Undirected;
643;950;Undirected;
646;880;Undirected;
647;831;Undirected;
649;807;Undirected;
651;758;Undirected;
651;872;Undirected;
653;766;Undirected;
656;658;Undirected;
656;849;Undirected;
657;791;Undirected;
658;847;Undirected;
659;991;Undirected;
661;919;Undirected;
665;745;Undirected;
669;972;Undirected;
672;839;Undirected;
673;929;Undirected;
673;976;Undirected;
677;703;Undirected;
678;918;Undirected;
680;723;Undirected;
685;952;Undirected;
686;714;Undirected;
686;874;Undirected;
687;865;Undirected;
687;979;Undirected;
692;909;Undirected;
696;737;Undirected;
696;847;Undirected;
697;743;Undirected;
697;761;Undirected;
697;916;Undirected;
699;787;Undirected;
703;879;Undirected;
704;980;Undirected;
709;853;Undirected;
715;755;Undirected;
716;765;Undirected;
716;777;Undirected;
716;945;Undirected;
717;718;Undirected;
718;893;Undirected;
720;821;Undirected;
722;732;Undirected;
728;921;Undirected;
729;795;Undirected;
729;949;Undirected;
732;769;Undirected;
733;960;Undirected;
735;750;Undirected;
739;743;Undirected;
745;872;Undirected;
748;834;Undirected;
750;952;Undirected;
750;970;Undirected;
750;989;Undirected;
755;839;Undirected;
756;821;Undirected;
761;964;Undirected;
762;812;Undirected;
762;917;Undirected;
764;975;Undirected;
765;864;Undirected;
766;836;Undirected;
767;770;Undirected;
767;927;Undirected;
767;945;Undirected;
767;973;Undirected;
768;780;Undirected;
770;834;Undirected;
771;855;Undirected;
773;993;Undirected;
774;990;Undirected;
775;928;Undirected;
775;957;Undirected;
776;994;Undirected;
779;875;Undirected;
780;862;Undirected;
784;841;Undirected;
784;853;Undirected;
784;956;Undirected;
785;790;Undirected;
785;868;Undirected;
787;882;Undirected;
788;789;Undirected;
789;805;Undirected;
793;882;Undirected;
794;849;Undirected;
797;817;Undirected;
800;951;Undirected;
813;992;Undirected;
818;981;Undirected;
819;943;Undirected;
827;981;Undirected;
832;904;Undirected;
841;848;Undirected;
843;884;Undirected;
843;990;Undirected;
844;892;Undirected;
844;930;Undirected;
844;989;Undirected;
845;971;Undirected;
855;892;Undirected;
866;888;Undirected;
874;956;Undirected;
880;972;Undirected;
884;958;Undirected;
886;945;Undirected;
896;995;Undirected;
898;982;Undirected;
906;955;Undirected;
907;951;Undirected;
908;946;Undirected;
914;953;Undirected;
916;940;Undirected;
924;968;Undirected;
934;996;Undirected;
939;972;Undirected;
940;969;Undirected;
975;987;Undirected;
979;995;Undirected;
