Source;Target;Type;
27;693;Undirected;
27;715;Undirected;
27;773;Undirected;
27;1000;Undirected;
28;64;Undirected;
28;73;Undirected;
28;142;Undirected;
28;200;Undirected;
28;269;Undirected;
28;334;Undirected;
28;428;Undirected;
28;482;Undirected;
28;616;Undirected;
28;720;Undirected;
28;748;Undirected;
28;751;Undirected;
28;798;Undirected;
28;871;Undirected;
29;99;Undirected;
29;205;Undirected;
29;319;Undirected;
29;428;Undirected;
29;456;Undirected;
29;502;Undirected;
29;522;Undirected;
29;593;Undirected;
29;668;Undirected;
29;744;Undirected;
29;767;Undirected;
29;926;Undirected;
29;945;Undirected;
29;979;Undirected;
30;176;Undirected;
30;328;Undirected;
30;333;Undirected;
30;370;Undirected;
30;520;Undirected;
30;524;Undirected;
30;797;Undirected;
30;909;Undirected;
30;930;Undirected;
30;949;Undirected;
31;34;Undirected;
31;85;Undirected;
31;184;Undirected;
31;505;Undirected;
31;533;Undirected;
31;599;Undirected;
31;609;Undirected;
31;619;Undirected;
31;642;Undirected;
31;655;Undirected;
31;671;Undirected;
31;675;Undirected;
31;694;Undirected;
31;745;Undirected;
31;870;Undirected;
31;917;Undirected;
31;939;Undirected;
32;63;Undirected;
32;176;Undirected;
32;281;Undirected;
32;450;Undirected;
32;513;Undirected;
32;572;Undirected;
32;632;Undirected;
32;635;Undirected;
32;778;Undirected;
32;826;Undirected;
32;859;Undirected;
32;881;Undirected;
32;886;Undirected;
32;929;Undirected;
32;982;Undirected;
33;53;Undirected;
33;150;Undirected;
33;227;Undirected;
33;255;Undirected;
33;264;Undirected;
33;269;Undirected;
33;290;Undirected;
33;430;Undirected;
33;513;Undirected;
33;670;Undirected;
33;767;Undirected;
33;822;Undirected;
33;847;Undirected;
33;963;Undirected;
34;156;Undirected;
34;313;Undirected;
34;321;Undirected;
34;398;Undirected;
34;536;Undirected;
34;545;Undirected;
34;644;Undirected;
34;815;Undirected;
34;820;Undirected;
34;969;Undirected;
35;37;Undirected;
35;204;Undirected;
35;251;Undirected;
35;302;Undirected;
35;303;Undirected;
35;353;Undirected;
35;412;Undirected;
35;493;Undirected;
35;546;Undirected;
35;557;Undirected;
35;685;Undirected;
35;906;Undirected;
35;909;Undirected;
36;204;Undirected;
36;234;Undirected;
36;255;Undirected;
36;339;Undirected;
36;587;Undirected;
36;767;Undirected;
36;815;Undirected;
36;853;Undirected;
36;960;Undirected;
37;85;Undirected;
37;115;Undirected;
37;130;Undirected;
37;365;Undirected;
37;376;Undirected;
37;393;Undirected;
37;453;Undirected;
37;456;Undirected;
37;560;Undirected;
37;662;Undirected;
37;912;Undirected;
37;950;Undirected;
37;963;Undirected;
38;129;Undirected;
38;134;Undirected;
38;286;Undirected;
38;506;Undirected;
38;547;Undirected;
38;551;Undirected;
38;600;Undirected;
38;643;Undirected;
38;758;Undirected;
38;823;Undirected;
38;997;Undirected;
39;140;Undirected;
39;170;Undirected;
39;243;Undirected;
39;260;Undirected;
39;306;Undirected;
39;322;Undirected;
39;359;Undirected;
39;362;Undirected;
39;369;Undirected;
39;388;Undirected;
39;397;Undirected;
39;448;Undirected;
39;451;Undirected;
39;463;Undirected;
39;577;Undirected;
39;594;Undirected;
39;648;Undirected;
39;667;Undirected;
39;685;Undirected;
39;817;Undirected;
39;830;Undirected;
39;929;Undirected;
39;942;Undirected;
40;150;Undirected;
40;182;Undirected;
40;305;Undirected;
40;339;Undirected;
40;405;Undirected;
40;409;Undirected;
40;439;Undirected;
40;478;Undirected;
40;510;Undirected;
40;538;Undirected;
40;662;Undirected;
40;750;Undirected;
40;908;Undirected;
40;984;Undirected;
41;131;Undirected;
41;226;Undirected;
41;248;Undirected;
41;251;Undirected;
41;271;Undirected;
41;351;Undirected;
41;458;Undirected;
41;514;Undirected;
41;596;Undirected;
41;736;Undirected;
41;757;Undirected;
41;857;Undirected;
41;915;Undirected;
41;934;Undirected;
41;999;Undirected;
42;58;Undirected;
42;152;Undirected;
42;164;Undirected;
42;192;Undirected;
42;260;Undirected;
42;285;Undirected;
42;304;Undirected;
42;458;Undirected;
42;672;Undirected;
42;701;Undirected;
42;773;Undirected;
42;803;Undirected;
42;841;Undirected;
42;862;Undirected;
42;918;Undirected;
43;51;Undirected;
43;100;Undirected;
43;171;Undirected;
43;221;Undirected;
43;260;Undirected;
43;328;Undirected;
43;344;Undirected;
43;991;Undirected;
44;146;Undirected;
44;162;Undirected;
44;285;Undirected;
44;303;Undirected;
44;362;Undirected;
44;366;Undirected;
44;379;Undirected;
44;562;Undirected;
44;577;Undirected;
44;670;Undirected;
44;766;Undirected;
44;863;Undirected;
44;925;Undirected;
45;81;Undirected;
45;103;Undirected;
45;118;Undirected;
45;166;Undirected;
45;292;Undirected;
45;382;Undirected;
45;405;Undirected;
45;431;Undirected;
45;515;Undirected;
45;549;Undirected;
45;709;Undirected;
45;745;Undirected;
45;866;Undirected;
45;908;Undirected;
46;115;Undirected;
46;124;Undirected;
46;265;Undirected;
46;527;Undirected;
46;534;Undirected;
46;620;Undirected;
46;654;Undirected;
46;768;Undirected;
46;780;Undirected;
46;866;Undirected;
46;881;Undirected;
46;999;Undirected;
47;130;Undirected;
47;161;Undirected;
47;205;Undirected;
47;224;Undirected;
47;287;Undirected;
47;290;Undirected;
47;299;Undirected;
47;354;Undirected;
47;357;Undirected;
47;394;Undirected;
47;453;Undirected;
47;465;Undirected;
47;529;Undirected;
47;556;Undirected;
47;730;Undirected;
47;830;Undirected;
47;934;Undirected;
48;56;Undirected;
48;61;Undirected;
48;300;Undirected;
48;354;Undirected;
48;422;Undirected;
48;427;Undirected;
48;639;Undirected;
48;669;Undirected;
48;764;Undirected;
48;811;Undirected;
49;78;Undirected;
49;135;Undirected;
49;170;Undirected;
49;297;Undirected;
49;335;Undirected;
49;454;Undirected;
49;482;Undirected;
49;532;Undirected;
49;775;Undirected;
49;840;Undirected;
50;389;Undirected;
50;585;Undirected;
50;697;Undirected;
50;729;Undirected;
50;748;Undirected;
50;839;Undirected;
50;960;Undirected;
51;112;Undirected;
51;136;Undirected;
51;157;Undirected;
51;179;Undirected;
51;215;Undirected;
51;226;Undirected;
51;232;Undirected;
51;316;Undirected;
51;367;Undirected;
51;387;Undirected;
51;507;Undirected;
51;578;Undirected;
51;679;Undirected;
51;773;Undirected;
51;896;Undirected;
51;944;Undirected;
51;945;Undirected;
52;132;Undirected;
52;353;Undirected;
52;422;Undirected;
52;488;Undirected;
52;499;Undirected;
52;653;Undirected;
52;718;Undirected;
52;740;Undirected;
52;779;Undirected;
52;823;Undirected;
52;903;Undirected;
52;924;Undirected;
52;960;Undirected;
53;75;Undirected;
53;83;Undirected;
53;94;Undirected;
53;180;Undirected;
53;198;Undirected;
53;236;Undirected;
53;250;Undirected;
53;331;Undirected;
53;334;Undirected;
53;488;Undirected;
53;664;Undirected;
53;678;Undirected;
53;851;Undirected;
54;98;Undirected;
54;213;Undirected;
54;285;Undirected;
54;473;Undirected;
54;643;Undirected;
54;678;Undirected;
54;793;Undirected;
54;819;Undirected;
54;865;Undirected;
54;932;Undirected;
55;123;Undirected;
55;180;Undirected;
55;181;Undirected;
55;211;Undirected;
55;267;Undirected;
55;295;Undirected;
55;400;Undirected;
55;476;Undirected;
55;562;Undirected;
55;611;Undirected;
55;766;Undirected;
55;821;Undirected;
55;892;Undirected;
56;86;Undirected;
56;139;Undirected;
56;204;Undirected;
56;269;Undirected;
56;286;Undirected;
56;403;Undirected;
56;424;Undirected;
56;427;Undirected;
56;500;Undirected;
56;510;Undirected;
56;530;Undirected;
56;548;Undirected;
56;592;Undirected;
56;690;Undirected;
56;709;Undirected;
56;745;Undirected;
56;911;Undirected;
57;194;Undirected;
57;253;Undirected;
57;264;Undirected;
57;355;Undirected;
57;400;Undirected;
57;428;Undirected;
57;479;Undirected;
57;510;Undirected;
57;583;Undirected;
57;660;Undirected;
57;698;Undirected;
57;850;Undirected;
57;894;Undirected;
57;920;Undirected;
57;935;Undirected;
57;964;Undirected;
58;97;Undirected;
58;179;Undirected;
58;251;Undirected;
58;252;Undirected;
58;262;Undirected;
58;362;Undirected;
58;378;Undirected;
58;441;Undirected;
58;499;Undirected;
58;510;Undirected;
58;580;Undirected;
58;648;Undirected;
58;686;Undirected;
58;780;Undirected;
58;782;Undirected;
58;814;Undirected;
58;985;Undirected;
59;175;Undirected;
59;352;Undirected;
59;383;Undirected;
59;394;Undirected;
59;462;Undirected;
59;480;Undirected;
59;496;Undirected;
59;821;Undirected;
59;935;Undirected;
59;948;Undirected;
59;966;Undirected;
60;198;Undirected;
60;251;Undirected;
60;302;Undirected;
60;367;Undirected;
60;460;Undirected;
60;466;Undirected;
60;478;Undirected;
60;703;Undirected;
60;794;Undirected;
60;877;Undirected;
61;79;Undirected;
61;93;Undirected;
61;104;Undirected;
61;145;Undirected;
61;264;Undirected;
61;382;Undirected;
61;458;Undirected;
61;460;Undirected;
61;500;Undirected;
61;602;Undirected;
61;627;Undirected;
61;651;Undirected;
61;679;Undirected;
61;709;Undirected;
61;850;Undirected;
61;913;Undirected;
61;953;Undirected;
62;64;Undirected;
62;86;Undirected;
62;144;Undirected;
62;150;Undirected;
62;323;Undirected;
62;347;Undirected;
62;379;Undirected;
62;418;Undirected;
62;431;Undirected;
62;565;Undirected;
62;571;Undirected;
62;603;Undirected;
62;655;Undirected;
62;686;Undirected;
62;691;Undirected;
62;858;Undirected;
62;943;Undirected;
62;954;Undirected;
63;213;Undirected;
63;226;Undirected;
63;395;Undirected;
63;470;Undirected;
63;481;Undirected;
63;585;Undirected;
63;635;Undirected;
63;675;Undirected;
63;731;Undirected;
63;748;Undirected;
63;749;Undirected;
63;790;Undirected;
63;974;Undirected;
64;133;Undirected;
64;142;Undirected;
64;145;Undirected;
64;154;Undirected;
64;252;Undirected;
64;284;Undirected;
64;326;Undirected;
64;459;Undirected;
64;492;Undirected;
64;568;Undirected;
64;614;Undirected;
64;747;Undirected;
64;764;Undirected;
64;818;Undirected;
64;827;Undirected;
65;130;Undirected;
65;140;Undirected;
65;290;Undirected;
65;303;Undirected;
65;508;Undirected;
65;512;Undirected;
65;565;Undirected;
65;625;Undirected;
65;738;Undirected;
65;777;Undirected;
65;929;Undirected;
65;982;Undirected;
66;90;Undirected;
66;184;Undirected;
66;192;Undirected;
66;269;Undirected;
66;328;Undirected;
66;338;Undirected;
66;354;Undirected;
66;403;Undirected;
66;419;Undirected;
66;437;Undirected;
66;656;Undirected;
66;963;Undirected;
67;204;Undirected;
67;318;Undirected;
67;365;Undirected;
67;373;Undirected;
67;429;Undirected;
67;643;Undirected;
67;683;Undirected;
67;789;Undirected;
67;807;Undirected;
67;929;Undirected;
68;117;Undirected;
68;127;Undirected;
68;133;Undirected;
68;208;Undirected;
68;222;Undirected;
68;233;Undirected;
68;303;Undirected;
68;441;Undirected;
68;458;Undirected;
68;465;Undirected;
68;497;Undirected;
68;630;Undirected;
68;647;Undirected;
68;784;Undirected;
68;806;Undirected;
68;830;Undirected;
68;857;Undirected;
68;861;Undirected;
68;874;Undirected;
68;883;Undirected;
68;952;Undirected;
68;978;Undirected;
69;145;Undirected;
69;161;Undirected;
69;226;Undirected;
69;253;Undirected;
69;389;Undirected;
69;437;Undirected;
69;445;Undirected;
69;447;Undirected;
69;525;Undirected;
69;580;Undirected;
69;687;Undirected;
69;692;Undirected;
69;697;Undirected;
69;847;Undirected;
69;974;Undirected;
70;83;Undirected;
70;139;Undirected;
70;178;Undirected;
70;206;Undirected;
70;319;Undirected;
70;498;Undirected;
70;521;Undirected;
70;528;Undirected;
70;597;Undirected;
70;634;Undirected;
70;662;Undirected;
70;670;Undirected;
70;691;Undirected;
70;698;Undirected;
70;730;Undirected;
70;839;Undirected;
70;853;Undirected;
70;899;Undirected;
70;904;Undirected;
70;988;Undirected;
71;150;Undirected;
71;210;Undirected;
71;227;Undirected;
71;300;Undirected;
71;328;Undirected;
71;422;Undirected;
71;673;Undirected;
71;674;Undirected;
71;781;Undirected;
71;787;Undirected;
71;806;Undirected;
71;881;Undirected;
71;888;Undirected;
71;948;Undirected;
72;76;Undirected;
72;85;Undirected;
72;154;Undirected;
72;262;Undirected;
72;303;Undirected;
72;351;Undirected;
72;374;Undirected;
72;429;Undirected;
72;456;Undirected;
72;482;Undirected;
72;483;Undirected;
72;505;Undirected;
72;547;Undirected;
72;612;Undirected;
72;658;Undirected;
72;677;Undirected;
72;834;Undirected;
72;876;Undirected;
72;910;Undirected;
72;915;Undirected;
72;943;Undirected;
72;974;Undirected;
73;157;Undirected;
73;412;Undirected;
73;428;Undirected;
73;518;Undirected;
73;669;Undirected;
73;722;Undirected;
73;751;Undirected;
73;787;Undirected;
73;826;Undirected;
73;996;Undirected;
74;133;Undirected;
74;194;Undirected;
74;197;Undirected;
74;218;Undirected;
74;227;Undirected;
74;247;Undirected;
74;344;Undirected;
74;448;Undirected;
74;518;Undirected;
74;523;Undirected;
74;641;Undirected;
74;647;Undirected;
74;839;Undirected;
74;875;Undirected;
74;940;Undirected;
74;999;Undirected;
75;146;Undirected;
75;148;Undirected;
75;196;Undirected;
75;295;Undirected;
75;341;Undirected;
75;445;Undirected;
75;755;Undirected;
75;821;Undirected;
75;932;Undirected;
75;952;Undirected;
76;175;Undirected;
76;284;Undirected;
76;306;Undirected;
76;384;Undirected;
76;410;Undirected;
76;433;Undirected;
76;488;Undirected;
76;613;Undirected;
76;664;Undirected;
76;764;Undirected;
76;784;Undirected;
76;883;Undirected;
76;937;Undirected;
76;942;Undirected;
77;82;Undirected;
77;218;Undirected;
77;281;Undirected;
77;389;Undirected;
77;391;Undirected;
77;414;Undirected;
77;463;Undirected;
77;475;Undirected;
77;535;Undirected;
77;539;Undirected;
77;541;Undirected;
77;601;Undirected;
77;674;Undirected;
77;877;Undirected;
77;967;Undirected;
78;107;Undirected;
78;175;Undirected;
78;185;Undirected;
78;234;Undirected;
78;298;Undirected;
78;325;Undirected;
78;332;Undirected;
78;374;Undirected;
78;451;Undirected;
78;459;Undirected;
78;579;Undirected;
78;712;Undirected;
78;765;Undirected;
78;788;Undirected;
78;810;Undirected;
78;978;Undirected;
79;107;Undirected;
79;112;Undirected;
79;180;Undirected;
79;187;Undirected;
79;210;Undirected;
79;294;Undirected;
79;320;Undirected;
79;390;Undirected;
79;425;Undirected;
79;498;Undirected;
79;618;Undirected;
79;641;Undirected;
79;662;Undirected;
79;892;Undirected;
79;921;Undirected;
79;938;Undirected;
79;982;Undirected;
80;145;Undirected;
80;260;Undirected;
80;280;Undirected;
80;283;Undirected;
80;284;Undirected;
80;411;Undirected;
80;479;Undirected;
80;559;Undirected;
80;566;Undirected;
80;681;Undirected;
80;682;Undirected;
80;689;Undirected;
80;703;Undirected;
80;762;Undirected;
80;826;Undirected;
80;855;Undirected;
81;137;Undirected;
81;242;Undirected;
81;335;Undirected;
81;344;Undirected;
81;351;Undirected;
81;391;Undirected;
81;413;Undirected;
81;439;Undirected;
81;497;Undirected;
81;518;Undirected;
81;587;Undirected;
81;745;Undirected;
81;765;Undirected;
81;771;Undirected;
81;833;Undirected;
81;949;Undirected;
82;145;Undirected;
82;173;Undirected;
82;271;Undirected;
82;300;Undirected;
82;483;Undirected;
82;696;Undirected;
82;934;Undirected;
83;247;Undirected;
83;260;Undirected;
83;343;Undirected;
83;392;Undirected;
83;438;Undirected;
83;582;Undirected;
83;678;Undirected;
83;692;Undirected;
83;743;Undirected;
83;763;Undirected;
83;824;Undirected;
83;886;Undirected;
83;904;Undirected;
84;90;Undirected;
84;93;Undirected;
84;291;Undirected;
84;321;Undirected;
84;324;Undirected;
84;392;Undirected;
84;417;Undirected;
84;437;Undirected;
84;519;Undirected;
84;637;Undirected;
84;829;Undirected;
85;89;Undirected;
85;151;Undirected;
85;277;Undirected;
85;314;Undirected;
85;324;Undirected;
85;452;Undirected;
85;490;Undirected;
85;523;Undirected;
85;558;Undirected;
85;573;Undirected;
85;628;Undirected;
85;634;Undirected;
85;705;Undirected;
85;724;Undirected;
85;725;Undirected;
85;914;Undirected;
85;944;Undirected;
85;981;Undirected;
86;234;Undirected;
86;309;Undirected;
86;337;Undirected;
86;395;Undirected;
86;455;Undirected;
86;562;Undirected;
86;617;Undirected;
86;713;Undirected;
86;735;Undirected;
86;774;Undirected;
86;853;Undirected;
87;107;Undirected;
87;114;Undirected;
87;193;Undirected;
87;349;Undirected;
87;372;Undirected;
87;495;Undirected;
87;514;Undirected;
87;515;Undirected;
87;561;Undirected;
87;563;Undirected;
87;598;Undirected;
87;692;Undirected;
87;740;Undirected;
87;776;Undirected;
87;822;Undirected;
87;851;Undirected;
87;960;Undirected;
88;191;Undirected;
88;292;Undirected;
88;418;Undirected;
88;524;Undirected;
88;586;Undirected;
88;735;Undirected;
88;749;Undirected;
88;802;Undirected;
88;803;Undirected;
88;841;Undirected;
89;152;Undirected;
89;189;Undirected;
89;250;Undirected;
89;428;Undirected;
89;446;Undirected;
89;569;Undirected;
89;668;Undirected;
89;672;Undirected;
89;682;Undirected;
89;686;Undirected;
89;726;Undirected;
89;733;Undirected;
89;758;Undirected;
89;801;Undirected;
89;808;Undirected;
89;894;Undirected;
89;902;Undirected;
89;994;Undirected;
90;252;Undirected;
90;310;Undirected;
90;426;Undirected;
90;563;Undirected;
90;569;Undirected;
90;594;Undirected;
90;726;Undirected;
90;764;Undirected;
90;957;Undirected;
90;998;Undirected;
91;106;Undirected;
91;184;Undirected;
91;287;Undirected;
91;299;Undirected;
91;345;Undirected;
91;355;Undirected;
91;507;Undirected;
91;536;Undirected;
91;614;Undirected;
91;744;Undirected;
91;911;Undirected;
91;919;Undirected;
91;964;Undirected;
91;970;Undirected;
92;254;Undirected;
92;413;Undirected;
92;458;Undirected;
92;533;Undirected;
92;631;Undirected;
92;651;Undirected;
92;692;Undirected;
92;772;Undirected;
92;782;Undirected;
92;827;Undirected;
92;858;Undirected;
92;859;Undirected;
92;964;Undirected;
93;274;Undirected;
93;385;Undirected;
93;485;Undirected;
93;519;Undirected;
93;522;Undirected;
93;541;Undirected;
93;702;Undirected;
93;772;Undirected;
93;779;Undirected;
93;785;Undirected;
93;805;Undirected;
93;811;Undirected;
93;814;Undirected;
93;841;Undirected;
93;922;Undirected;
93;970;Undirected;
93;981;Undirected;
94;120;Undirected;
94;202;Undirected;
94;364;Undirected;
94;685;Undirected;
94;701;Undirected;
94;710;Undirected;
94;803;Undirected;
94;987;Undirected;
95;140;Undirected;
95;149;Undirected;
95;489;Undirected;
95;606;Undirected;
95;614;Undirected;
95;679;Undirected;
95;710;Undirected;
95;859;Undirected;
95;872;Undirected;
95;935;Undirected;
95;975;Undirected;
95;996;Undirected;
96;185;Undirected;
96;186;Undirected;
96;316;Undirected;
96;317;Undirected;
96;397;Undirected;
96;398;Undirected;
96;678;Undirected;
96;806;Undirected;
96;869;Undirected;
96;899;Undirected;
96;935;Undirected;
97;286;Undirected;
97;436;Undirected;
97;644;Undirected;
97;693;Undirected;
97;792;Undirected;
97;829;Undirected;
97;833;Undirected;
97;834;Undirected;
97;882;Undirected;
97;883;Undirected;
98;268;Undirected;
98;362;Undirected;
98;364;Undirected;
98;413;Undirected;
98;474;Undirected;
98;565;Undirected;
98;733;Undirected;
99;104;Undirected;
99;342;Undirected;
99;357;Undirected;
99;580;Undirected;
99;625;Undirected;
99;643;Undirected;
99;699;Undirected;
99;757;Undirected;
99;760;Undirected;
99;972;Undirected;
99;977;Undirected;
100;105;Undirected;
100;157;Undirected;
100;158;Undirected;
100;268;Undirected;
100;457;Undirected;
100;478;Undirected;
100;604;Undirected;
100;630;Undirected;
100;640;Undirected;
100;685;Undirected;
100;732;Undirected;
100;883;Undirected;
100;894;Undirected;
100;956;Undirected;
101;135;Undirected;
101;138;Undirected;
101;249;Undirected;
101;301;Undirected;
101;353;Undirected;
101;393;Undirected;
101;515;Undirected;
101;669;Undirected;
101;770;Undirected;
101;828;Undirected;
101;853;Undirected;
101;884;Undirected;
101;982;Undirected;
102;191;Undirected;
102;331;Undirected;
102;372;Undirected;
102;420;Undirected;
102;473;Undirected;
102;557;Undirected;
102;596;Undirected;
102;598;Undirected;
102;706;Undirected;
102;798;Undirected;
103;104;Undirected;
103;124;Undirected;
103;173;Undirected;
103;250;Undirected;
103;273;Undirected;
