Source;Target;Type;
125;475;Undirected;
125;486;Undirected;
126;203;Undirected;
127;173;Undirected;
127;439;Undirected;
128;297;Undirected;
128;307;Undirected;
128;407;Undirected;
128;486;Undirected;
129;173;Undirected;
129;254;Undirected;
129;322;Undirected;
129;456;Undirected;
131;372;Undirected;
132;474;Undirected;
133;332;Undirected;
134;193;Undirected;
135;227;Undirected;
135;382;Undirected;
135;393;Undirected;
136;307;Undirected;
137;164;Undirected;
137;189;Undirected;
139;208;Undirected;
139;468;Undirected;
140;371;Undirected;
141;465;Undirected;
141;476;Undirected;
142;386;Undirected;
143;370;Undirected;
143;468;Undirected;
143;500;Undirected;
144;428;Undirected;
147;241;Undirected;
147;245;Undirected;
148;363;Undirected;
149;156;Undirected;
149;318;Undirected;
149;383;Undirected;
149;401;Undirected;
151;402;Undirected;
152;215;Undirected;
152;223;Undirected;
153;186;Undirected;
153;432;Undirected;
154;222;Undirected;
154;297;Undirected;
154;322;Undirected;
155;209;Undirected;
155;241;Undirected;
155;374;Undirected;
155;391;Undirected;
156;230;Undirected;
156;274;Undirected;
156;352;Undirected;
156;378;Undirected;
158;171;Undirected;
158;226;Undirected;
158;333;Undirected;
158;493;Undirected;
159;279;Undirected;
160;214;Undirected;
160;492;Undirected;
161;190;Undirected;
161;254;Undirected;
161;409;Undirected;
161;460;Undirected;
162;206;Undirected;
162;374;Undirected;
164;255;Undirected;
164;478;Undirected;
164;487;Undirected;
165;418;Undirected;
165;496;Undirected;
166;410;Undirected;
167;374;Undirected;
168;423;Undirected;
169;333;Undirected;
170;330;Undirected;
170;478;Undirected;
171;178;Undirected;
171;449;Undirected;
171;454;Undirected;
173;275;Undirected;
173;349;Undirected;
175;305;Undirected;
176;178;Undirected;
177;211;Undirected;
177;315;Undirected;
178;269;Undirected;
178;388;Undirected;
179;325;Undirected;
180;322;Undirected;
180;388;Undirected;
181;435;Undirected;
182;247;Undirected;
182;257;Undirected;
182;404;Undirected;
183;206;Undirected;
184;472;Undirected;
185;435;Undirected;
186;229;Undirected;
188;310;Undirected;
189;281;Undirected;
190;260;Undirected;
191;257;Undirected;
191;350;Undirected;
191;406;Undirected;
191;428;Undirected;
192;204;Undirected;
192;294;Undirected;
192;452;Undirected;
192;472;Undirected;
192;478;Undirected;
193;233;Undirected;
193;463;Undirected;
193;491;Undirected;
194;283;Undirected;
194;495;Undirected;
197;264;Undirected;
197;360;Undirected;
198;297;Undirected;
198;393;Undirected;
200;321;Undirected;
200;422;Undirected;
200;467;Undirected;
204;313;Undirected;
206;389;Undirected;
206;417;Undirected;
207;242;Undirected;
207;404;Undirected;
209;466;Undirected;
210;341;Undirected;
210;342;Undirected;
210;388;Undirected;
211;389;Undirected;
211;498;Undirected;
214;338;Undirected;
214;392;Undirected;
214;430;Undirected;
216;500;Undirected;
217;381;Undirected;
218;360;Undirected;
219;305;Undirected;
220;441;Undirected;
221;434;Undirected;
222;366;Undirected;
223;326;Undirected;
224;478;Undirected;
227;372;Undirected;
228;292;Undirected;
229;238;Undirected;
231;236;Undirected;
231;239;Undirected;
231;395;Undirected;
232;265;Undirected;
232;427;Undirected;
235;310;Undirected;
237;257;Undirected;
238;240;Undirected;
238;316;Undirected;
238;471;Undirected;
244;330;Undirected;
248;258;Undirected;
250;282;Undirected;
251;256;Undirected;
251;319;Undirected;
251;375;Undirected;
251;436;Undirected;
252;400;Undirected;
252;433;Undirected;
254;292;Undirected;
255;473;Undirected;
256;302;Undirected;
256;380;Undirected;
256;383;Undirected;
256;494;Undirected;
259;347;Undirected;
261;310;Undirected;
261;411;Undirected;
263;464;Undirected;
266;286;Undirected;
266;328;Undirected;
268;383;Undirected;
271;453;Undirected;
271;455;Undirected;
272;365;Undirected;
275;302;Undirected;
276;424;Undirected;
276;439;Undirected;
276;479;Undirected;
277;367;Undirected;
278;373;Undirected;
279;415;Undirected;
283;393;Undirected;
284;309;Undirected;
287;348;Undirected;
287;407;Undirected;
287;457;Undirected;
288;463;Undirected;
289;407;Undirected;
290;407;Undirected;
292;399;Undirected;
292;474;Undirected;
292;480;Undirected;
294;482;Undirected;
295;358;Undirected;
295;449;Undirected;
296;450;Undirected;
297;461;Undirected;
299;344;Undirected;
301;328;Undirected;
301;393;Undirected;
302;394;Undirected;
305;488;Undirected;
307;336;Undirected;
307;371;Undirected;
308;410;Undirected;
308;433;Undirected;
308;439;Undirected;
313;377;Undirected;
317;385;Undirected;
317;436;Undirected;
318;419;Undirected;
319;404;Undirected;
320;404;Undirected;
323;358;Undirected;
326;345;Undirected;
328;348;Undirected;
330;424;Undirected;
330;430;Undirected;
332;347;Undirected;
332;357;Undirected;
332;439;Undirected;
333;481;Undirected;
334;377;Undirected;
334;421;Undirected;
334;495;Undirected;
336;344;Undirected;
336;412;Undirected;
341;390;Undirected;
342;355;Undirected;
342;418;Undirected;
343;469;Undirected;
344;367;Undirected;
344;376;Undirected;
353;480;Undirected;
354;417;Undirected;
356;489;Undirected;
356;490;Undirected;
359;360;Undirected;
361;371;Undirected;
367;428;Undirected;
367;468;Undirected;
368;426;Undirected;
369;478;Undirected;
370;492;Undirected;
371;382;Undirected;
372;442;Undirected;
373;442;Undirected;
376;440;Undirected;
377;468;Undirected;
379;447;Undirected;
380;485;Undirected;
380;492;Undirected;
385;429;Undirected;
385;475;Undirected;
388;404;Undirected;
389;435;Undirected;
401;452;Undirected;
405;439;Undirected;
410;499;Undirected;
416;426;Undirected;
423;463;Undirected;
432;493;Undirected;
435;465;Undirected;
444;494;Undirected;
447;470;Undirected;
455;477;Undirected;
473;481;Undirected;
