Source;Target;Type;
61;10;Undirected;
62;25;Undirected;
62;9;Undirected;
62;54;Undirected;
63;3;Undirected;
63;5;Undirected;
63;35;Undirected;
64;2;Undirected;
64;55;Undirected;
64;1;Undirected;
65;2;Undirected;
65;32;Undirected;
65;35;Undirected;
66;26;Undirected;
66;1;Undirected;
66;8;Undirected;
67;2;Undirected;
67;11;Undirected;
67;2;Undirected;
68;11;Undirected;
68;15;Undirected;
68;20;Undirected;
69;38;Undirected;
69;41;Undirected;
69;5;Undirected;
70;5;Undirected;
70;10;Undirected;
70;40;Undirected;
71;40;Undirected;
71;2;Undirected;
71;44;Undirected;
72;2;Undirected;
72;3;Undirected;
72;11;Undirected;
73;4;Undirected;
73;5;Undirected;
73;44;Undirected;
74;25;Undirected;
74;15;Undirected;
74;2;Undirected;
75;5;Undirected;
75;4;Undirected;
75;49;Undirected;
76;20;Undirected;
76;46;Undirected;
76;26;Undirected;
77;58;Undirected;
77;55;Undirected;
77;71;Undirected;
78;20;Undirected;
78;2;Undirected;
78;4;Undirected;
79;1;Undirected;
79;39;Undirected;
79;73;Undirected;
80;6;Undirected;
80;6;Undirected;
80;37;Undirected;
81;2;Undirected;
81;5;Undirected;
81;25;Undirected;
82;17;Undirected;
82;5;Undirected;
82;40;Undirected;
83;40;Undirected;
83;25;Undirected;
83;3;Undirected;
84;20;Undirected;
84;30;Undirected;
84;45;Undirected;
85;2;Undirected;
85;41;Undirected;
85;6;Undirected;
86;2;Undirected;
86;67;Undirected;
86;30;Undirected;
87;39;Undirected;
87;2;Undirected;
87;81;Undirected;
88;11;Undirected;
88;34;Undirected;
88;25;Undirected;
89;37;Undirected;
89;1;Undirected;
89;24;Undirected;
90;34;Undirected;
90;20;Undirected;
90;61;Undirected;
91;2;Undirected;
91;4;Undirected;
91;28;Undirected;
92;16;Undirected;
92;4;Undirected;
92;30;Undirected;
93;8;Undirected;
93;63;Undirected;
93;37;Undirected;
94;24;Undirected;
94;35;Undirected;
94;26;Undirected;
95;11;Undirected;
95;24;Undirected;
95;15;Undirected;
96;29;Undirected;
96;43;Undirected;
96;28;Undirected;
97;2;Undirected;
97;90;Undirected;
97;20;Undirected;
98;2;Undirected;
98;4;Undirected;
98;19;Undirected;
99;5;Undirected;
99;77;Undirected;
99;80;Undirected;
100;5;Undirected;
100;5;Undirected;
100;12;Undirected;
101;5;Undirected;
101;8;Undirected;
101;54;Undirected;
102;5;Undirected;
102;78;Undirected;
102;44;Undirected;
103;35;Undirected;
103;1;Undirected;
103;80;Undirected;
104;1;Undirected;
104;52;Undirected;
104;57;Undirected;
105;1;Undirected;
105;49;Undirected;
105;48;Undirected;
106;5;Undirected;
106;31;Undirected;
106;26;Undirected;
107;5;Undirected;
107;5;Undirected;
107;39;Undirected;
108;2;Undirected;
108;5;Undirected;
108;106;Undirected;
109;5;Undirected;
109;92;Undirected;
109;13;Undirected;
110;8;Undirected;
110;6;Undirected;
110;63;Undirected;
111;47;Undirected;
111;2;Undirected;
111;37;Undirected;
112;41;Undirected;
112;40;Undirected;
112;1;Undirected;
113;43;Undirected;
113;29;Undirected;
113;108;Undirected;
114;39;Undirected;
114;76;Undirected;
114;55;Undirected;
115;2;Undirected;
115;16;Undirected;
115;35;Undirected;
116;15;Undirected;
116;4;Undirected;
116;70;Undirected;
117;47;Undirected;
117;103;Undirected;
117;5;Undirected;
118;81;Undirected;
118;61;Undirected;
118;10;Undirected;
119;70;Undirected;
119;64;Undirected;
119;68;Undirected;
120;98;Undirected;
120;106;Undirected;
120;20;Undirected;
121;63;Undirected;
121;5;Undirected;
121;2;Undirected;
122;107;Undirected;
122;8;Undirected;
122;78;Undirected;
123;65;Undirected;
123;78;Undirected;
123;115;Undirected;
124;2;Undirected;
124;3;Undirected;
124;26;Undirected;
125;10;Undirected;
125;15;Undirected;
125;46;Undirected;
126;15;Undirected;
126;118;Undirected;
126;28;Undirected;
127;5;Undirected;
127;10;Undirected;
127;4;Undirected;
128;84;Undirected;
128;9;Undirected;
128;110;Undirected;
129;4;Undirected;
129;28;Undirected;
129;30;Undirected;
130;15;Undirected;
130;5;Undirected;
130;16;Undirected;
131;35;Undirected;
131;77;Undirected;
131;49;Undirected;
132;17;Undirected;
132;129;Undirected;
132;1;Undirected;
133;48;Undirected;
133;2;Undirected;
133;68;Undirected;
134;5;Undirected;
134;8;Undirected;
134;2;Undirected;
135;44;Undirected;
135;56;Undirected;
135;83;Undirected;
136;8;Undirected;
136;12;Undirected;
136;20;Undirected;
137;69;Undirected;
137;86;Undirected;
137;106;Undirected;
138;20;Undirected;
138;119;Undirected;
138;14;Undirected;
139;78;Undirected;
139;38;Undirected;
139;74;Undirected;
140;3;Undirected;
140;65;Undirected;
140;4;Undirected;
141;49;Undirected;
141;37;Undirected;
141;73;Undirected;
142;8;Undirected;
142;28;Undirected;
142;52;Undirected;
143;36;Undirected;
143;11;Undirected;
143;12;Undirected;
144;36;Undirected;
144;76;Undirected;
144;138;Undirected;
145;121;Undirected;
145;143;Undirected;
145;97;Undirected;
146;2;Undirected;
146;17;Undirected;
146;8;Undirected;
147;20;Undirected;
147;66;Undirected;
147;99;Undirected;
148;43;Undirected;
148;81;Undirected;
148;20;Undirected;
149;45;Undirected;
149;1;Undirected;
149;3;Undirected;
150;12;Undirected;
150;26;Undirected;
150;3;Undirected;
151;6;Undirected;
151;24;Undirected;
151;81;Undirected;
152;111;Undirected;
152;92;Undirected;
152;55;Undirected;
153;25;Undirected;
153;5;Undirected;
153;55;Undirected;
154;9;Undirected;
154;16;Undirected;
154;58;Undirected;
155;3;Undirected;
155;63;Undirected;
155;5;Undirected;
156;23;Undirected;
156;63;Undirected;
156;140;Undirected;
157;2;Undirected;
157;23;Undirected;
157;51;Undirected;
158;37;Undirected;
158;51;Undirected;
158;39;Undirected;
159;94;Undirected;
159;126;Undirected;
159;44;Undirected;
160;90;Undirected;
160;134;Undirected;
160;5;Undirected;
161;29;Undirected;
161;2;Undirected;
161;11;Undirected;
162;81;Undirected;
162;2;Undirected;
162;6;Undirected;
163;65;Undirected;
163;24;Undirected;
163;117;Undirected;
164;6;Undirected;
164;139;Undirected;
164;37;Undirected;
165;111;Undirected;
165;42;Undirected;
165;2;Undirected;
166;35;Undirected;
166;64;Undirected;
166;55;Undirected;
167;33;Undirected;
167;39;Undirected;
167;23;Undirected;
168;81;Undirected;
168;86;Undirected;
168;82;Undirected;
169;8;Undirected;
169;117;Undirected;
169;147;Undirected;
170;55;Undirected;
170;52;Undirected;
170;94;Undirected;
171;119;Undirected;
171;90;Undirected;
171;104;Undirected;
172;3;Undirected;
172;45;Undirected;
172;92;Undirected;
173;53;Undirected;
173;99;Undirected;
173;2;Undirected;
174;65;Undirected;
174;121;Undirected;
174;61;Undirected;
175;30;Undirected;
175;45;Undirected;
175;2;Undirected;
176;39;Undirected;
176;15;Undirected;
176;4;Undirected;
177;41;Undirected;
177;133;Undirected;
177;65;Undirected;
178;76;Undirected;
178;98;Undirected;
178;28;Undirected;
179;90;Undirected;
179;4;Undirected;
179;67;Undirected;
180;170;Undirected;
180;3;Undirected;
180;65;Undirected;
181;15;Undirected;
181;31;Undirected;
181;146;Undirected;
182;48;Undirected;
182;68;Undirected;
182;2;Undirected;
183;2;Undirected;
183;20;Undirected;
183;133;Undirected;
184;20;Undirected;
184;30;Undirected;
184;4;Undirected;
185;157;Undirected;
185;156;Undirected;
185;25;Undirected;
186;2;Undirected;
186;3;Undirected;
186;1;Undirected;
187;160;Undirected;
187;2;Undirected;
187;159;Undirected;
188;17;Undirected;
188;68;Undirected;
188;140;Undirected;
189;97;Undirected;
189;101;Undirected;
189;137;Undirected;
190;5;Undirected;
190;20;Undirected;
190;3;Undirected;
191;96;Undirected;
191;13;Undirected;
191;23;Undirected;
192;11;Undirected;
192;14;Undirected;
192;18;Undirected;
193;35;Undirected;
193;54;Undirected;
193;71;Undirected;
194;9;Undirected;
194;133;Undirected;
194;26;Undirected;
195;26;Undirected;
195;1;Undirected;
195;140;Undirected;
196;74;Undirected;
196;20;Undirected;
196;18;Undirected;
197;47;Undirected;
197;114;Undirected;
197;15;Undirected;
198;29;Undirected;
198;156;Undirected;
198;8;Undirected;
199;2;Undirected;
199;5;Undirected;
199;2;Undirected;
200;37;Undirected;
200;6;Undirected;
200;48;Undirected;
201;52;Undirected;
201;170;Undirected;
201;153;Undirected;
202;8;Undirected;
202;16;Undirected;
202;119;Undirected;
203;127;Undirected;
203;153;Undirected;
203;132;Undirected;
204;12;Undirected;
204;69;Undirected;
204;118;Undirected;
205;2;Undirected;
205;5;Undirected;
205;59;Undirected;
206;5;Undirected;
206;18;Undirected;
206;178;Undirected;
207;2;Undirected;
207;4;Undirected;
207;8;Undirected;
208;4;Undirected;
208;25;Undirected;
208;183;Undirected;
209;140;Undirected;
209;2;Undirected;
209;54;Undirected;
210;64;Undirected;
210;169;Undirected;
210;61;Undirected;
211;5;Undirected;
211;116;Undirected;
211;130;Undirected;
212;44;Undirected;
212;136;Undirected;
212;17;Undirected;
213;46;Undirected;
213;90;Undirected;
213;1;Undirected;
214;187;Undirected;
214;4;Undirected;
214;195;Undirected;
215;63;Undirected;
215;191;Undirected;
215;18;Undirected;
216;97;Undirected;
216;23;Undirected;
216;10;Undirected;
217;57;Undirected;
217;135;Undirected;
217;35;Undirected;
218;123;Undirected;
218;49;Undirected;
218;159;Undirected;
219;2;Undirected;
219;201;Undirected;
219;132;Undirected;
220;170;Undirected;
220;1;Undirected;
220;57;Undirected;
221;85;Undirected;
221;29;Undirected;
221;17;Undirected;
222;25;Undirected;
222;127;Undirected;
222;136;Undirected;
223;4;Undirected;
223;58;Undirected;
223;18;Undirected;
224;2;Undirected;
224;153;Undirected;
224;12;Undirected;
225;15;Undirected;
225;90;Undirected;
225;132;Undirected;
226;44;Undirected;
226;78;Undirected;
226;4;Undirected;
227;206;Undirected;
227;138;Undirected;
227;2;Undirected;
228;124;Undirected;
228;5;Undirected;
228;119;Undirected;
229;37;Undirected;
229;151;Undirected;
229;44;Undirected;
230;28;Undirected;
230;5;Undirected;
230;6;Undirected;
231;8;Undirected;
231;156;Undirected;
231;166;Undirected;
232;14;Undirected;
232;81;Undirected;
232;83;Undirected;
233;35;Undirected;
233;72;Undirected;
233;106;Undirected;
234;224;Undirected;
234;4;Undirected;
234;124;Undirected;
235;12;Undirected;
235;20;Undirected;
235;63;Undirected;
236;6;Undirected;
236;121;Undirected;
236;40;Undirected;
237;100;Undirected;
237;224;Undirected;
237;83;Undirected;
238;30;Undirected;
238;96;Undirected;
238;50;Undirected;
239;11;Undirected;
239;99;Undirected;
239;54;Undirected;
240;5;Undirected;
240;2;Undirected;
240;90;Undirected;
241;20;Undirected;
241;1;Undirected;
241;69;Undirected;
242;31;Undirected;
242;48;Undirected;
242;237;Undirected;
243;57;Undirected;
243;231;Undirected;
243;66;Undirected;
244;5;Undirected;
244;177;Undirected;
244;32;Undirected;
245;19;Undirected;
245;132;Undirected;
245;237;Undirected;
246;35;Undirected;
246;190;Undirected;
246;2;Undirected;
247;123;Undirected;
247;2;Undirected;
247;73;Undirected;
248;187;Undirected;
248;6;Undirected;
248;224;Undirected;
249;26;Undirected;
249;147;Undirected;
249;26;Undirected;
250;5;Undirected;
250;194;Undirected;
250;152;Undirected;
251;185;Undirected;
251;4;Undirected;
251;3;Undirected;
252;79;Undirected;
252;9;Undirected;
252;3;Undirected;
253;180;Undirected;
253;101;Undirected;
253;169;Undirected;
254;90;Undirected;
254;161;Undirected;
254;233;Undirected;
255;1;Undirected;
255;38;Undirected;
255;144;Undirected;
256;185;Undirected;
256;2;Undirected;
256;71;Undirected;
257;6;Undirected;
257;198;Undirected;
257;202;Undirected;
258;5;Undirected;
258;184;Undirected;
258;14;Undirected;
259;30;Undirected;
259;188;Undirected;
259;157;Undirected;
260;4;Undirected;
260;102;Undirected;
260;6;Undirected;
261;3;Undirected;
261;55;Undirected;
261;112;Undirected;
262;23;Undirected;
262;29;Undirected;
262;74;Undirected;
263;3;Undirected;
263;158;Undirected;
263;8;Undirected;
264;20;Undirected;
264;149;Undirected;
264;239;Undirected;
265;14;Undirected;
265;58;Undirected;
265;76;Undirected;
266;8;Undirected;
266;194;Undirected;
266;11;Undirected;
267;67;Undirected;
267;1;Undirected;
267;106;Undirected;
268;2;Undirected;
268;70;Undirected;
268;194;Undirected;
269;41;Undirected;
269;96;Undirected;
269;217;Undirected;
270;132;Undirected;
270;189;Undirected;
270;217;Undirected;
271;8;Undirected;
271;195;Undirected;
271;98;Undirected;
272;165;Undirected;
272;231;Undirected;
272;241;Undirected;
273;25;Undirected;
273;236;Undirected;
273;5;Undirected;
274;2;Undirected;
274;119;Undirected;
274;17;Undirected;
275;122;Undirected;
275;184;Undirected;
275;73;Undirected;
276;6;Undirected;
276;99;Undirected;
276;111;Undirected;
277;35;Undirected;
277;231;Undirected;
277;237;Undirected;
278;3;Undirected;
278;172;Undirected;
278;10;Undirected;
279;9;Undirected;
279;47;Undirected;
279;16;Undirected;
280;6;Undirected;
280;140;Undirected;
280;207;Undirected;
281;62;Undirected;
281;164;Undirected;
281;234;Undirected;
282;36;Undirected;
282;85;Undirected;
282;4;Undirected;
283;8;Undirected;
283;44;Undirected;
283;12;Undirected;
284;5;Undirected;
284;92;Undirected;
284;243;Undirected;
285;83;Undirected;
285;72;Undirected;
285;176;Undirected;
286;2;Undirected;
286;11;Undirected;
286;70;Undirected;
287;73;Undirected;
287;76;Undirected;
287;8;Undirected;
288;173;Undirected;
288;5;Undirected;
288;45;Undirected;
289;44;Undirected;
289;45;Undirected;
289;47;Undirected;
290;1;Undirected;
290;23;Undirected;
290;55;Undirected;
291;60;Undirected;
291;5;Undirected;
291;29;Undirected;
292;55;Undirected;
292;141;Undirected;
292;63;Undirected;
293;9;Undirected;
293;63;Undirected;
293;123;Undirected;
294;180;Undirected;
294;249;Undirected;
294;31;Undirected;
295;48;Undirected;
295;55;Undirected;
295;198;Undirected;
296;58;Undirected;
296;62;Undirected;
296;83;Undirected;
297;5;Undirected;
297;44;Undirected;
297;59;Undirected;
298;230;Undirected;
298;32;Undirected;
298;32;Undirected;
299;163;Undirected;
299;35;Undirected;
299;43;Undirected;
300;1;Undirected;
300;11;Undirected;
300;76;Undirected;
301;13;Undirected;
301;42;Undirected;
301;103;Undirected;
302;144;Undirected;
302;200;Undirected;
302;119;Undirected;
303;53;Undirected;
303;201;Undirected;
303;181;Undirected;
304;35;Undirected;
304;141;Undirected;
304;194;Undirected;
305;234;Undirected;
305;241;Undirected;
305;17;Undirected;
306;66;Undirected;
306;201;Undirected;
306;276;Undirected;
307;3;Undirected;
307;161;Undirected;
307;4;Undirected;
308;267;Undirected;
308;4;Undirected;
308;237;Undirected;
309;73;Undirected;
309;281;Undirected;
309;2;Undirected;
310;68;Undirected;
310;221;Undirected;
310;47;Undirected;
311;51;Undirected;
311;241;Undirected;
311;6;Undirected;
312;23;Undirected;
312;197;Undirected;
312;19;Undirected;
313;106;Undirected;
313;138;Undirected;
313;182;Undirected;
314;161;Undirected;
314;61;Undirected;
314;76;Undirected;
315;112;Undirected;
315;142;Undirected;
315;167;Undirected;
316;2;Undirected;
316;102;Undirected;
316;185;Undirected;
317;4;Undirected;
317;61;Undirected;
317;41;Undirected;
318;271;Undirected;
318;5;Undirected;
318;98;Undirected;
319;11;Undirected;
319;10;Undirected;
319;35;Undirected;
320;5;Undirected;
320;8;Undirected;
320;181;Undirected;
321;1;Undirected;
321;2;Undirected;
321;241;Undirected;
322;40;Undirected;
322;1;Undirected;
322;123;Undirected;
323;76;Undirected;
323;92;Undirected;
323;178;Undirected;
324;2;Undirected;
324;6;Undirected;
324;37;Undirected;
325;44;Undirected;
325;39;Undirected;
325;3;Undirected;
326;141;Undirected;
326;194;Undirected;
326;2;Undirected;
327;52;Undirected;
327;55;Undirected;
327;91;Undirected;
328;43;Undirected;
328;151;Undirected;
328;47;Undirected;
329;63;Undirected;
329;237;Undirected;
329;281;Undirected;
330;33;Undirected;
330;307;Undirected;
330;138;Undirected;
331;138;Undirected;
331;4;Undirected;
331;4;Undirected;
332;12;Undirected;
332;88;Undirected;
332;3;Undirected;
333;6;Undirected;
333;311;Undirected;
333;138;Undirected;
334;4;Undirected;
334;22;Undirected;
334;143;Undirected;
335;63;Undirected;
335;152;Undirected;
335;39;Undirected;
336;140;Undirected;
336;246;Undirected;
336;14;Undirected;
337;58;Undirected;
337;4;Undirected;
337;29;Undirected;
338;12;Undirected;
338;267;Undirected;
338;159;Undirected;
339;38;Undirected;
339;161;Undirected;
339;162;Undirected;
340;5;Undirected;
340;102;Undirected;
340;118;Undirected;
341;281;Undirected;
341;25;Undirected;
341;334;Undirected;
342;50;Undirected;
342;111;Undirected;
342;320;Undirected;
343;154;Undirected;
343;9;Undirected;
343;1;Undirected;
344;5;Undirected;
344;54;Undirected;
344;4;Undirected;
345;3;Undirected;
345;328;Undirected;
345;9;Undirected;
346;136;Undirected;
346;46;Undirected;
346;318;Undirected;
347;9;Undirected;
347;39;Undirected;
347;308;Undirected;
348;14;Undirected;
348;58;Undirected;
348;248;Undirected;
349;118;Undirected;
349;59;Undirected;
349;76;Undirected;
350;2;Undirected;
350;92;Undirected;
350;222;Undirected;
351;19;Undirected;
351;142;Undirected;
351;242;Undirected;
352;99;Undirected;
352;119;Undirected;
352;6;Undirected;
353;249;Undirected;
353;92;Undirected;
353;116;Undirected;
354;114;Undirected;
354;261;Undirected;
354;71;Undirected;
355;1;Undirected;
355;300;Undirected;
355;42;Undirected;
356;138;Undirected;
356;192;Undirected;
356;213;Undirected;
357;57;Undirected;
357;164;Undirected;
357;166;Undirected;
358;49;Undirected;
358;231;Undirected;
358;131;Undirected;
359;11;Undirected;
359;10;Undirected;
359;20;Undirected;
360;8;Undirected;
360;13;Undirected;
360;52;Undirected;
361;179;Undirected;
361;1;Undirected;
361;99;Undirected;
362;341;Undirected;
362;2;Undirected;
362;149;Undirected;
363;11;Undirected;
363;30;Undirected;
363;6;Undirected;
364;68;Undirected;
364;195;Undirected;
364;278;Undirected;
365;224;Undirected;
365;26;Undirected;
365;43;Undirected;
366;224;Undirected;
366;8;Undirected;
366;98;Undirected;
367;27;Undirected;
367;61;Undirected;
367;170;Undirected;
368;323;Undirected;
368;1;Undirected;
368;5;Undirected;
369;47;Undirected;
369;5;Undirected;
369;27;Undirected;
370;7;Undirected;
370;11;Undirected;
370;231;Undirected;
371;8;Undirected;
371;31;Undirected;
371;159;Undirected;
372;2;Undirected;
372;2;Undirected;
372;358;Undirected;
373;4;Undirected;
373;15;Undirected;
373;88;Undirected;
374;101;Undirected;
374;355;Undirected;
374;78;Undirected;
375;98;Undirected;
375;235;Undirected;
375;1;Undirected;
376;5;Undirected;
376;97;Undirected;
376;112;Undirected;
377;135;Undirected;
377;164;Undirected;
377;62;Undirected;
378;363;Undirected;
378;42;Undirected;
378;4;Undirected;
379;370;Undirected;
379;195;Undirected;
379;356;Undirected;
380;250;Undirected;
380;1;Undirected;
380;353;Undirected;
381;2;Undirected;
381;119;Undirected;
381;231;Undirected;
382;5;Undirected;
382;29;Undirected;
382;92;Undirected;
383;37;Undirected;
383;64;Undirected;
383;30;Undirected;
384;35;Undirected;
384;13;Undirected;
384;1;Undirected;
385;123;Undirected;
385;77;Undirected;
385;302;Undirected;
386;155;Undirected;
386;102;Undirected;
386;320;Undirected;
387;7;Undirected;
387;131;Undirected;
387;8;Undirected;
388;62;Undirected;
388;20;Undirected;
388;192;Undirected;
389;116;Undirected;
389;6;Undirected;
389;56;Undirected;
390;372;Undirected;
390;55;Undirected;
390;137;Undirected;
391;35;Undirected;
391;170;Undirected;
391;123;Undirected;
392;5;Undirected;
392;384;Undirected;
392;16;Undirected;
393;210;Undirected;
393;41;Undirected;
393;1;Undirected;
394;49;Undirected;
394;92;Undirected;
394;9;Undirected;
395;63;Undirected;
395;310;Undirected;
395;5;Undirected;
396;4;Undirected;
396;117;Undirected;
396;269;Undirected;
397;53;Undirected;
397;120;Undirected;
397;11;Undirected;
398;22;Undirected;
398;18;Undirected;
398;68;Undirected;
399;45;Undirected;
399;154;Undirected;
399;163;Undirected;
400;4;Undirected;
400;248;Undirected;
400;248;Undirected;
401;39;Undirected;
401;362;Undirected;
401;74;Undirected;
402;11;Undirected;
402;201;Undirected;
402;51;Undirected;
403;100;Undirected;
403;368;Undirected;
403;3;Undirected;
404;37;Undirected;
404;52;Undirected;
404;54;Undirected;
405;50;Undirected;
405;4;Undirected;
405;340;Undirected;
406;140;Undirected;
406;213;Undirected;
406;5;Undirected;
407;116;Undirected;
407;137;Undirected;
407;3;Undirected;
408;102;Undirected;
408;8;Undirected;
408;236;Undirected;
409;178;Undirected;
409;6;Undirected;
409;72;Undirected;
410;17;Undirected;
410;248;Undirected;
410;181;Undirected;
411;7;Undirected;
411;102;Undirected;
411;1;Undirected;
412;227;Undirected;
412;63;Undirected;
412;120;Undirected;
413;61;Undirected;
413;125;Undirected;
413;358;Undirected;
414;9;Undirected;
414;202;Undirected;
414;290;Undirected;
415;1;Undirected;
415;2;Undirected;
415;19;Undirected;
416;1;Undirected;
416;29;Undirected;
416;35;Undirected;
417;167;Undirected;
417;4;Undirected;
417;157;Undirected;
418;25;Undirected;
418;11;Undirected;
418;138;Undirected;
419;248;Undirected;
419;3;Undirected;
419;2;Undirected;
420;237;Undirected;
420;4;Undirected;
420;50;Undirected;
421;291;Undirected;
421;5;Undirected;
421;52;Undirected;
422;1;Undirected;
422;241;Undirected;
422;1;Undirected;
423;335;Undirected;
423;9;Undirected;
423;169;Undirected;
424;2;Undirected;
424;365;Undirected;
424;133;Undirected;
425;10;Undirected;
425;62;Undirected;
425;63;Undirected;
426;262;Undirected;
426;96;Undirected;
426;129;Undirected;
427;62;Undirected;
427;327;Undirected;
427;372;Undirected;
428;322;Undirected;
428;264;Undirected;
428;2;Undirected;
429;24;Undirected;
429;35;Undirected;
429;9;Undirected;
430;74;Undirected;
430;356;Undirected;
430;429;Undirected;
431;2;Undirected;
431;167;Undirected;
431;378;Undirected;
432;70;Undirected;
432;13;Undirected;
432;189;Undirected;
433;191;Undirected;
433;30;Undirected;
433;201;Undirected;
434;47;Undirected;
434;303;Undirected;
434;98;Undirected;
435;169;Undirected;
435;94;Undirected;
435;3;Undirected;
436;169;Undirected;
436;357;Undirected;
436;25;Undirected;
437;17;Undirected;
437;74;Undirected;
437;348;Undirected;
438;35;Undirected;
438;139;Undirected;
438;26;Undirected;
439;107;Undirected;
439;145;Undirected;
439;159;Undirected;
440;357;Undirected;
440;169;Undirected;
440;20;Undirected;
441;17;Undirected;
441;198;Undirected;
441;264;Undirected;
442;1;Undirected;
442;2;Undirected;
442;17;Undirected;
443;15;Undirected;
443;5;Undirected;
443;63;Undirected;
444;15;Undirected;
444;184;Undirected;
444;291;Undirected;
445;3;Undirected;
445;26;Undirected;
445;233;Undirected;
446;210;Undirected;
446;35;Undirected;
446;139;Undirected;
447;85;Undirected;
447;114;Undirected;
447;368;Undirected;
448;40;Undirected;
448;143;Undirected;
448;157;Undirected;
449;58;Undirected;
449;230;Undirected;
449;9;Undirected;
450;167;Undirected;
450;6;Undirected;
450;20;Undirected;
451;300;Undirected;
451;310;Undirected;
451;76;Undirected;
452;58;Undirected;
452;446;Undirected;
452;6;Undirected;
453;2;Undirected;
453;37;Undirected;
453;451;Undirected;
454;15;Undirected;
454;48;Undirected;
454;63;Undirected;
455;47;Undirected;
455;59;Undirected;
455;5;Undirected;
456;5;Undirected;
456;20;Undirected;
456;161;Undirected;
457;16;Undirected;
457;161;Undirected;
457;37;Undirected;
458;35;Undirected;
458;45;Undirected;
458;119;Undirected;
459;210;Undirected;
459;132;Undirected;
459;19;Undirected;
460;268;Undirected;
460;43;Undirected;
460;5;Undirected;
461;5;Undirected;
461;4;Undirected;
461;58;Undirected;
462;3;Undirected;
462;89;Undirected;
462;260;Undirected;
463;36;Undirected;
463;130;Undirected;
463;272;Undirected;
464;15;Undirected;
464;66;Undirected;
464;106;Undirected;
465;446;Undirected;
465;9;Undirected;
465;273;Undirected;
466;168;Undirected;
466;12;Undirected;
466;18;Undirected;
467;322;Undirected;
467;33;Undirected;
467;362;Undirected;
468;345;Undirected;
468;452;Undirected;
468;441;Undirected;
