Source;Target;Type;
61;56;Undirected;
62;1;Undirected;
62;3;Undirected;
62;21;Undirected;
63;1;Undirected;
63;2;Undirected;
63;4;Undirected;
64;1;Undirected;
64;3;Undirected;
64;5;Undirected;
65;3;Undirected;
65;14;Undirected;
65;16;Undirected;
66;2;Undirected;
66;27;Undirected;
66;32;Undirected;
67;3;Undirected;
67;7;Undirected;
67;18;Undirected;
68;4;Undirected;
68;34;Undirected;
68;38;Undirected;
69;1;Undirected;
69;2;Undirected;
69;3;Undirected;
70;2;Undirected;
70;34;Undirected;
70;2;Undirected;
71;1;Undirected;
71;3;Undirected;
71;4;Undirected;
72;8;Undirected;
72;1;Undirected;
72;2;Undirected;
73;1;Undirected;
73;3;Undirected;
73;28;Undirected;
74;1;Undirected;
74;18;Undirected;
74;28;Undirected;
75;1;Undirected;
75;2;Undirected;
75;3;Undirected;
76;3;Undirected;
76;32;Undirected;
76;44;Undirected;
77;2;Undirected;
77;49;Undirected;
77;1;Undirected;
78;1;Undirected;
78;3;Undirected;
78;10;Undirected;
79;2;Undirected;
79;26;Undirected;
79;1;Undirected;
80;1;Undirected;
80;4;Undirected;
80;13;Undirected;
81;3;Undirected;
81;76;Undirected;
81;80;Undirected;
82;1;Undirected;
82;2;Undirected;
82;11;Undirected;
83;2;Undirected;
83;44;Undirected;
83;56;Undirected;
84;2;Undirected;
84;3;Undirected;
84;12;Undirected;
85;1;Undirected;
85;3;Undirected;
85;44;Undirected;
86;2;Undirected;
86;3;Undirected;
86;70;Undirected;
87;1;Undirected;
87;2;Undirected;
87;3;Undirected;
88;3;Undirected;
88;17;Undirected;
88;24;Undirected;
89;1;Undirected;
89;20;Undirected;
89;73;Undirected;
90;2;Undirected;
90;3;Undirected;
90;9;Undirected;
91;3;Undirected;
91;4;Undirected;
91;90;Undirected;
92;2;Undirected;
92;3;Undirected;
92;22;Undirected;
93;2;Undirected;
93;3;Undirected;
93;4;Undirected;
94;2;Undirected;
94;5;Undirected;
94;17;Undirected;
95;1;Undirected;
95;2;Undirected;
95;59;Undirected;
96;9;Undirected;
96;70;Undirected;
96;81;Undirected;
97;1;Undirected;
97;2;Undirected;
97;88;Undirected;
98;2;Undirected;
98;25;Undirected;
98;39;Undirected;
99;1;Undirected;
99;2;Undirected;
99;3;Undirected;
100;2;Undirected;
100;3;Undirected;
100;12;Undirected;
101;1;Undirected;
101;2;Undirected;
101;28;Undirected;
102;2;Undirected;
102;13;Undirected;
102;28;Undirected;
103;2;Undirected;
103;3;Undirected;
103;22;Undirected;
104;1;Undirected;
104;28;Undirected;
104;81;Undirected;
105;3;Undirected;
105;17;Undirected;
105;24;Undirected;
106;3;Undirected;
106;18;Undirected;
106;44;Undirected;
107;1;Undirected;
107;3;Undirected;
107;4;Undirected;
108;1;Undirected;
108;3;Undirected;
108;8;Undirected;
109;2;Undirected;
109;15;Undirected;
109;24;Undirected;
110;1;Undirected;
110;2;Undirected;
110;3;Undirected;
111;3;Undirected;
111;47;Undirected;
111;3;Undirected;
112;1;Undirected;
112;2;Undirected;
112;14;Undirected;
113;2;Undirected;
113;5;Undirected;
113;8;Undirected;
114;31;Undirected;
114;55;Undirected;
114;97;Undirected;
115;1;Undirected;
115;4;Undirected;
115;5;Undirected;
116;1;Undirected;
116;3;Undirected;
116;60;Undirected;
117;1;Undirected;
117;2;Undirected;
117;3;Undirected;
118;1;Undirected;
118;2;Undirected;
118;8;Undirected;
119;3;Undirected;
119;18;Undirected;
119;54;Undirected;
120;2;Undirected;
120;11;Undirected;
120;34;Undirected;
121;3;Undirected;
121;17;Undirected;
121;81;Undirected;
122;1;Undirected;
122;2;Undirected;
122;3;Undirected;
123;2;Undirected;
123;3;Undirected;
123;24;Undirected;
124;3;Undirected;
124;31;Undirected;
124;48;Undirected;
125;2;Undirected;
125;3;Undirected;
125;8;Undirected;
126;2;Undirected;
126;3;Undirected;
126;11;Undirected;
127;1;Undirected;
127;2;Undirected;
127;11;Undirected;
128;1;Undirected;
128;2;Undirected;
128;3;Undirected;
129;2;Undirected;
129;3;Undirected;
129;96;Undirected;
130;1;Undirected;
130;2;Undirected;
130;3;Undirected;
131;2;Undirected;
131;3;Undirected;
131;4;Undirected;
132;1;Undirected;
132;2;Undirected;
132;51;Undirected;
133;1;Undirected;
133;5;Undirected;
133;6;Undirected;
134;2;Undirected;
134;3;Undirected;
134;7;Undirected;
135;2;Undirected;
135;3;Undirected;
135;17;Undirected;
136;4;Undirected;
136;51;Undirected;
136;54;Undirected;
137;1;Undirected;
137;2;Undirected;
137;3;Undirected;
138;36;Undirected;
138;50;Undirected;
138;75;Undirected;
139;1;Undirected;
139;2;Undirected;
139;3;Undirected;
140;8;Undirected;
140;66;Undirected;
140;80;Undirected;
141;1;Undirected;
141;2;Undirected;
141;3;Undirected;
142;1;Undirected;
142;87;Undirected;
142;133;Undirected;
143;2;Undirected;
143;5;Undirected;
143;1;Undirected;
144;1;Undirected;
144;4;Undirected;
144;74;Undirected;
145;1;Undirected;
145;2;Undirected;
145;4;Undirected;
146;5;Undirected;
146;1;Undirected;
146;3;Undirected;
147;1;Undirected;
147;28;Undirected;
147;44;Undirected;
148;11;Undirected;
148;12;Undirected;
148;133;Undirected;
149;20;Undirected;
149;50;Undirected;
149;64;Undirected;
150;1;Undirected;
150;27;Undirected;
150;54;Undirected;
151;3;Undirected;
151;108;Undirected;
151;1;Undirected;
152;1;Undirected;
152;2;Undirected;
152;3;Undirected;
153;2;Undirected;
153;3;Undirected;
153;1;Undirected;
154;105;Undirected;
154;123;Undirected;
154;1;Undirected;
155;7;Undirected;
155;11;Undirected;
155;54;Undirected;
156;1;Undirected;
156;5;Undirected;
156;14;Undirected;
157;1;Undirected;
157;4;Undirected;
157;21;Undirected;
158;2;Undirected;
158;3;Undirected;
158;4;Undirected;
159;11;Undirected;
159;2;Undirected;
159;11;Undirected;
160;1;Undirected;
160;2;Undirected;
160;149;Undirected;
161;2;Undirected;
161;3;Undirected;
161;6;Undirected;
162;2;Undirected;
162;32;Undirected;
162;48;Undirected;
163;1;Undirected;
163;2;Undirected;
163;3;Undirected;
164;2;Undirected;
164;32;Undirected;
164;132;Undirected;
165;2;Undirected;
165;12;Undirected;
165;17;Undirected;
166;1;Undirected;
166;2;Undirected;
166;3;Undirected;
167;8;Undirected;
167;2;Undirected;
167;70;Undirected;
168;1;Undirected;
168;3;Undirected;
168;52;Undirected;
169;1;Undirected;
169;2;Undirected;
169;3;Undirected;
170;1;Undirected;
170;2;Undirected;
170;3;Undirected;
171;1;Undirected;
171;2;Undirected;
171;3;Undirected;
172;1;Undirected;
172;2;Undirected;
172;3;Undirected;
173;106;Undirected;
173;2;Undirected;
173;10;Undirected;
174;1;Undirected;
174;44;Undirected;
174;93;Undirected;
175;51;Undirected;
175;127;Undirected;
175;146;Undirected;
176;109;Undirected;
176;122;Undirected;
176;1;Undirected;
177;2;Undirected;
177;3;Undirected;
177;82;Undirected;
178;3;Undirected;
178;10;Undirected;
178;1;Undirected;
179;82;Undirected;
179;125;Undirected;
179;1;Undirected;
180;1;Undirected;
180;2;Undirected;
180;3;Undirected;
181;2;Undirected;
181;65;Undirected;
181;82;Undirected;
182;1;Undirected;
182;2;Undirected;
182;3;Undirected;
183;2;Undirected;
183;3;Undirected;
183;167;Undirected;
184;1;Undirected;
184;28;Undirected;
184;54;Undirected;
185;1;Undirected;
185;16;Undirected;
185;64;Undirected;
186;3;Undirected;
186;10;Undirected;
186;44;Undirected;
187;1;Undirected;
187;2;Undirected;
187;24;Undirected;
188;2;Undirected;
188;50;Undirected;
188;56;Undirected;
189;3;Undirected;
189;54;Undirected;
189;122;Undirected;
190;80;Undirected;
190;1;Undirected;
190;2;Undirected;
191;3;Undirected;
191;11;Undirected;
191;18;Undirected;
192;1;Undirected;
192;3;Undirected;
192;26;Undirected;
193;2;Undirected;
193;3;Undirected;
193;5;Undirected;
194;1;Undirected;
194;2;Undirected;
194;5;Undirected;
195;3;Undirected;
195;9;Undirected;
195;1;Undirected;
196;1;Undirected;
196;14;Undirected;
196;64;Undirected;
197;3;Undirected;
197;13;Undirected;
197;130;Undirected;
198;2;Undirected;
198;3;Undirected;
198;7;Undirected;
199;3;Undirected;
199;14;Undirected;
199;20;Undirected;
200;4;Undirected;
200;25;Undirected;
200;81;Undirected;
201;1;Undirected;
201;2;Undirected;
201;3;Undirected;
202;1;Undirected;
202;2;Undirected;
202;10;Undirected;
203;2;Undirected;
203;3;Undirected;
203;48;Undirected;
204;2;Undirected;
204;3;Undirected;
204;10;Undirected;
205;2;Undirected;
205;4;Undirected;
205;9;Undirected;
206;3;Undirected;
206;8;Undirected;
206;35;Undirected;
207;2;Undirected;
207;3;Undirected;
207;60;Undirected;
208;2;Undirected;
208;20;Undirected;
208;76;Undirected;
209;5;Undirected;
209;11;Undirected;
209;24;Undirected;
210;2;Undirected;
210;6;Undirected;
210;11;Undirected;
211;1;Undirected;
211;2;Undirected;
211;13;Undirected;
212;1;Undirected;
212;54;Undirected;
212;141;Undirected;
213;3;Undirected;
213;11;Undirected;
213;24;Undirected;
214;1;Undirected;
214;29;Undirected;
214;36;Undirected;
215;1;Undirected;
215;1;Undirected;
215;3;Undirected;
216;1;Undirected;
216;2;Undirected;
216;1;Undirected;
217;1;Undirected;
217;3;Undirected;
217;54;Undirected;
218;1;Undirected;
218;2;Undirected;
218;10;Undirected;
219;25;Undirected;
219;28;Undirected;
219;1;Undirected;
220;123;Undirected;
220;2;Undirected;
220;104;Undirected;
221;1;Undirected;
221;2;Undirected;
221;3;Undirected;
222;1;Undirected;
222;90;Undirected;
222;8;Undirected;
223;2;Undirected;
223;3;Undirected;
223;118;Undirected;
224;2;Undirected;
224;138;Undirected;
224;176;Undirected;
225;2;Undirected;
225;5;Undirected;
225;82;Undirected;
226;1;Undirected;
226;3;Undirected;
226;48;Undirected;
227;3;Undirected;
227;24;Undirected;
227;44;Undirected;
228;2;Undirected;
228;3;Undirected;
228;11;Undirected;
229;4;Undirected;
229;187;Undirected;
229;194;Undirected;
230;2;Undirected;
230;21;Undirected;
230;67;Undirected;
231;82;Undirected;
231;132;Undirected;
231;187;Undirected;
232;2;Undirected;
232;3;Undirected;
232;28;Undirected;
233;1;Undirected;
233;2;Undirected;
233;3;Undirected;
234;1;Undirected;
234;3;Undirected;
234;5;Undirected;
235;2;Undirected;
235;13;Undirected;
235;38;Undirected;
236;1;Undirected;
236;2;Undirected;
236;3;Undirected;
237;3;Undirected;
237;4;Undirected;
237;72;Undirected;
238;3;Undirected;
238;13;Undirected;
238;69;Undirected;
239;3;Undirected;
239;6;Undirected;
239;19;Undirected;
240;1;Undirected;
240;3;Undirected;
240;13;Undirected;
241;2;Undirected;
241;21;Undirected;
241;34;Undirected;
242;1;Undirected;
242;2;Undirected;
242;16;Undirected;
243;1;Undirected;
243;3;Undirected;
243;5;Undirected;
244;1;Undirected;
244;3;Undirected;
244;24;Undirected;
245;2;Undirected;
245;101;Undirected;
245;138;Undirected;
246;3;Undirected;
246;122;Undirected;
246;25;Undirected;
247;30;Undirected;
247;34;Undirected;
247;48;Undirected;
248;3;Undirected;
248;4;Undirected;
248;48;Undirected;
249;87;Undirected;
249;152;Undirected;
249;125;Undirected;
250;1;Undirected;
250;3;Undirected;
250;24;Undirected;
251;2;Undirected;
251;24;Undirected;
251;25;Undirected;
252;58;Undirected;
252;70;Undirected;
252;84;Undirected;
253;11;Undirected;
253;72;Undirected;
253;24;Undirected;
254;1;Undirected;
254;8;Undirected;
254;50;Undirected;
255;1;Undirected;
255;3;Undirected;
255;7;Undirected;
256;1;Undirected;
256;2;Undirected;
256;108;Undirected;
257;1;Undirected;
257;2;Undirected;
257;3;Undirected;
258;1;Undirected;
258;3;Undirected;
258;17;Undirected;
259;2;Undirected;
259;3;Undirected;
259;10;Undirected;
260;2;Undirected;
260;12;Undirected;
260;44;Undirected;
261;1;Undirected;
261;2;Undirected;
261;3;Undirected;
262;1;Undirected;
262;3;Undirected;
262;50;Undirected;
263;1;Undirected;
263;2;Undirected;
263;3;Undirected;
264;3;Undirected;
264;64;Undirected;
264;74;Undirected;
265;1;Undirected;
265;28;Undirected;
265;40;Undirected;
266;1;Undirected;
266;2;Undirected;
266;9;Undirected;
267;2;Undirected;
267;3;Undirected;
267;4;Undirected;
268;2;Undirected;
268;19;Undirected;
268;2;Undirected;
269;2;Undirected;
269;11;Undirected;
269;20;Undirected;
270;2;Undirected;
270;3;Undirected;
270;44;Undirected;
271;2;Undirected;
271;3;Undirected;
271;8;Undirected;
272;1;Undirected;
272;2;Undirected;
272;3;Undirected;
273;2;Undirected;
273;11;Undirected;
273;74;Undirected;
274;1;Undirected;
274;4;Undirected;
274;5;Undirected;
275;41;Undirected;
275;66;Undirected;
275;138;Undirected;
276;2;Undirected;
276;28;Undirected;
276;107;Undirected;
277;1;Undirected;
277;54;Undirected;
277;168;Undirected;
278;1;Undirected;
278;2;Undirected;
278;40;Undirected;
279;1;Undirected;
279;11;Undirected;
279;12;Undirected;
280;2;Undirected;
280;47;Undirected;
280;65;Undirected;
281;2;Undirected;
281;24;Undirected;
281;69;Undirected;
282;2;Undirected;
282;276;Undirected;
282;3;Undirected;
283;1;Undirected;
283;2;Undirected;
283;3;Undirected;
284;1;Undirected;
284;5;Undirected;
284;11;Undirected;
285;2;Undirected;
285;12;Undirected;
285;44;Undirected;
286;2;Undirected;
286;3;Undirected;
286;2;Undirected;
287;130;Undirected;
287;154;Undirected;
287;3;Undirected;
288;1;Undirected;
288;3;Undirected;
288;162;Undirected;
289;3;Undirected;
289;56;Undirected;
289;77;Undirected;
290;1;Undirected;
290;2;Undirected;
290;3;Undirected;
291;1;Undirected;
291;3;Undirected;
291;53;Undirected;
292;4;Undirected;
292;11;Undirected;
292;20;Undirected;
293;2;Undirected;
293;73;Undirected;
293;283;Undirected;
294;11;Undirected;
294;70;Undirected;
294;132;Undirected;
295;3;Undirected;
295;11;Undirected;
295;3;Undirected;
296;149;Undirected;
296;158;Undirected;
296;186;Undirected;
297;4;Undirected;
297;20;Undirected;
297;72;Undirected;
298;2;Undirected;
298;3;Undirected;
298;14;Undirected;
299;28;Undirected;
299;2;Undirected;
299;3;Undirected;
300;2;Undirected;
300;3;Undirected;
300;257;Undirected;
301;1;Undirected;
301;3;Undirected;
301;24;Undirected;
302;1;Undirected;
302;4;Undirected;
302;124;Undirected;
303;3;Undirected;
303;11;Undirected;
303;24;Undirected;
304;1;Undirected;
304;2;Undirected;
304;3;Undirected;
305;1;Undirected;
305;38;Undirected;
305;80;Undirected;
306;2;Undirected;
306;9;Undirected;
306;43;Undirected;
307;1;Undirected;
307;3;Undirected;
307;81;Undirected;
308;2;Undirected;
308;3;Undirected;
308;88;Undirected;
309;2;Undirected;
309;44;Undirected;
309;253;Undirected;
310;18;Undirected;
310;222;Undirected;
310;269;Undirected;
311;1;Undirected;
311;2;Undirected;
311;3;Undirected;
312;2;Undirected;
312;3;Undirected;
312;12;Undirected;
313;4;Undirected;
313;3;Undirected;
313;12;Undirected;
314;1;Undirected;
314;2;Undirected;
314;11;Undirected;
315;2;Undirected;
315;3;Undirected;
315;17;Undirected;
316;2;Undirected;
316;3;Undirected;
316;28;Undirected;
317;3;Undirected;
317;17;Undirected;
317;80;Undirected;
318;1;Undirected;
318;163;Undirected;
318;234;Undirected;
319;1;Undirected;
319;12;Undirected;
319;57;Undirected;
320;44;Undirected;
320;290;Undirected;
320;17;Undirected;
321;1;Undirected;
321;2;Undirected;
321;4;Undirected;
322;3;Undirected;
322;11;Undirected;
322;69;Undirected;
323;12;Undirected;
323;24;Undirected;
323;69;Undirected;
324;123;Undirected;
324;268;Undirected;
324;8;Undirected;
325;1;Undirected;
325;2;Undirected;
325;14;Undirected;
326;2;Undirected;
326;3;Undirected;
326;5;Undirected;
327;2;Undirected;
327;11;Undirected;
327;209;Undirected;
328;3;Undirected;
328;4;Undirected;
328;56;Undirected;
329;3;Undirected;
329;268;Undirected;
329;1;Undirected;
330;3;Undirected;
330;299;Undirected;
330;2;Undirected;
331;5;Undirected;
331;161;Undirected;
331;262;Undirected;
332;1;Undirected;
332;2;Undirected;
332;3;Undirected;
333;1;Undirected;
333;85;Undirected;
333;98;Undirected;
334;2;Undirected;
334;3;Undirected;
334;10;Undirected;
335;1;Undirected;
335;2;Undirected;
335;86;Undirected;
336;1;Undirected;
336;3;Undirected;
336;82;Undirected;
337;2;Undirected;
337;44;Undirected;
337;116;Undirected;
338;30;Undirected;
338;34;Undirected;
338;132;Undirected;
339;159;Undirected;
339;242;Undirected;
339;1;Undirected;
340;194;Undirected;
340;314;Undirected;
340;1;Undirected;
341;2;Undirected;
341;20;Undirected;
341;2;Undirected;
342;3;Undirected;
342;55;Undirected;
342;1;Undirected;
343;1;Undirected;
343;7;Undirected;
343;77;Undirected;
344;1;Undirected;
344;3;Undirected;
344;95;Undirected;
345;2;Undirected;
345;2;Undirected;
345;3;Undirected;
346;31;Undirected;
346;2;Undirected;
346;3;Undirected;
347;1;Undirected;
347;2;Undirected;
347;3;Undirected;
348;5;Undirected;
348;116;Undirected;
348;128;Undirected;
349;3;Undirected;
349;24;Undirected;
349;176;Undirected;
350;1;Undirected;
350;2;Undirected;
350;29;Undirected;
351;5;Undirected;
351;38;Undirected;
351;72;Undirected;
352;28;Undirected;
352;85;Undirected;
352;322;Undirected;
353;1;Undirected;
353;2;Undirected;
353;3;Undirected;
354;3;Undirected;
354;70;Undirected;
354;165;Undirected;
355;60;Undirected;
355;73;Undirected;
355;186;Undirected;
356;1;Undirected;
356;3;Undirected;
356;28;Undirected;
357;1;Undirected;
357;138;Undirected;
357;234;Undirected;
358;2;Undirected;
358;13;Undirected;
358;144;Undirected;
359;2;Undirected;
359;36;Undirected;
359;173;Undirected;
360;2;Undirected;
360;5;Undirected;
360;19;Undirected;
361;3;Undirected;
361;80;Undirected;
361;277;Undirected;
362;2;Undirected;
362;4;Undirected;
362;21;Undirected;
363;32;Undirected;
363;163;Undirected;
363;177;Undirected;
364;1;Undirected;
364;2;Undirected;
364;24;Undirected;
365;1;Undirected;
365;42;Undirected;
365;156;Undirected;
366;1;Undirected;
366;2;Undirected;
366;4;Undirected;
367;2;Undirected;
367;13;Undirected;
367;43;Undirected;
368;1;Undirected;
368;2;Undirected;
368;3;Undirected;
369;59;Undirected;
369;74;Undirected;
369;198;Undirected;
370;3;Undirected;
370;5;Undirected;
370;37;Undirected;
371;1;Undirected;
371;79;Undirected;
371;161;Undirected;
372;2;Undirected;
372;235;Undirected;
372;284;Undirected;
373;2;Undirected;
373;24;Undirected;
373;98;Undirected;
374;1;Undirected;
374;2;Undirected;
374;24;Undirected;
375;1;Undirected;
375;2;Undirected;
375;222;Undirected;
376;91;Undirected;
376;104;Undirected;
376;1;Undirected;
377;1;Undirected;
377;2;Undirected;
377;4;Undirected;
378;1;Undirected;
378;101;Undirected;
378;209;Undirected;
379;1;Undirected;
379;138;Undirected;
379;311;Undirected;
380;3;Undirected;
380;45;Undirected;
380;319;Undirected;
381;2;Undirected;
381;217;Undirected;
381;240;Undirected;
382;1;Undirected;
382;3;Undirected;
382;48;Undirected;
383;1;Undirected;
383;3;Undirected;
383;141;Undirected;
384;1;Undirected;
384;315;Undirected;
384;1;Undirected;
385;2;Undirected;
385;3;Undirected;
385;265;Undirected;
386;3;Undirected;
386;73;Undirected;
386;118;Undirected;
387;2;Undirected;
387;3;Undirected;
387;11;Undirected;
388;2;Undirected;
388;17;Undirected;
388;72;Undirected;
389;1;Undirected;
389;2;Undirected;
389;26;Undirected;
390;1;Undirected;
390;3;Undirected;
390;28;Undirected;
391;2;Undirected;
391;44;Undirected;
391;63;Undirected;
392;3;Undirected;
392;154;Undirected;
392;163;Undirected;
393;3;Undirected;
393;5;Undirected;
393;11;Undirected;
394;1;Undirected;
394;2;Undirected;
394;3;Undirected;
395;82;Undirected;
395;322;Undirected;
395;137;Undirected;
396;1;Undirected;
396;123;Undirected;
396;2;Undirected;
397;3;Undirected;
397;84;Undirected;
397;263;Undirected;
398;160;Undirected;
398;1;Undirected;
398;3;Undirected;
399;2;Undirected;
399;3;Undirected;
399;57;Undirected;
400;34;Undirected;
400;334;Undirected;
400;1;Undirected;
401;2;Undirected;
401;24;Undirected;
401;51;Undirected;
402;2;Undirected;
402;31;Undirected;
402;212;Undirected;
403;3;Undirected;
403;50;Undirected;
403;115;Undirected;
404;2;Undirected;
404;3;Undirected;
404;90;Undirected;
405;4;Undirected;
405;12;Undirected;
405;127;Undirected;
406;3;Undirected;
406;81;Undirected;
406;142;Undirected;
407;1;Undirected;
407;3;Undirected;
407;13;Undirected;
408;1;Undirected;
408;2;Undirected;
408;3;Undirected;
409;21;Undirected;
409;92;Undirected;
409;250;Undirected;
410;2;Undirected;
410;4;Undirected;
410;212;Undirected;
411;2;Undirected;
411;3;Undirected;
411;25;Undirected;
412;1;Undirected;
412;2;Undirected;
412;3;Undirected;
413;1;Undirected;
413;338;Undirected;
413;24;Undirected;
414;1;Undirected;
414;22;Undirected;
414;44;Undirected;
415;2;Undirected;
415;62;Undirected;
415;127;Undirected;
416;1;Undirected;
416;2;Undirected;
416;3;Undirected;
417;1;Undirected;
417;12;Undirected;
417;208;Undirected;
418;2;Undirected;
418;10;Undirected;
418;28;Undirected;
419;28;Undirected;
419;274;Undirected;
419;5;Undirected;
420;3;Undirected;
420;17;Undirected;
420;24;Undirected;
421;1;Undirected;
421;2;Undirected;
421;3;Undirected;
422;1;Undirected;
422;3;Undirected;
422;24;Undirected;
423;3;Undirected;
423;133;Undirected;
423;162;Undirected;
424;2;Undirected;
424;3;Undirected;
424;4;Undirected;
425;9;Undirected;
425;125;Undirected;
425;317;Undirected;
426;1;Undirected;
426;2;Undirected;
426;3;Undirected;
427;2;Undirected;
427;12;Undirected;
427;48;Undirected;
428;2;Undirected;
428;3;Undirected;
428;10;Undirected;
429;2;Undirected;
429;3;Undirected;
429;167;Undirected;
430;2;Undirected;
430;379;Undirected;
430;414;Undirected;
431;3;Undirected;
431;40;Undirected;
431;54;Undirected;
432;3;Undirected;
432;5;Undirected;
432;284;Undirected;
433;3;Undirected;
433;296;Undirected;
433;1;Undirected;
434;1;Undirected;
434;2;Undirected;
434;4;Undirected;
435;1;Undirected;
435;4;Undirected;
435;68;Undirected;
436;3;Undirected;
436;322;Undirected;
436;379;Undirected;
437;3;Undirected;
437;8;Undirected;
437;145;Undirected;
438;2;Undirected;
438;50;Undirected;
438;331;Undirected;
439;1;Undirected;
439;2;Undirected;
439;20;Undirected;
440;1;Undirected;
440;2;Undirected;
440;110;Undirected;
441;2;Undirected;
441;64;Undirected;
441;76;Undirected;
442;4;Undirected;
442;118;Undirected;
442;384;Undirected;
443;1;Undirected;
443;3;Undirected;
443;397;Undirected;
444;51;Undirected;
444;65;Undirected;
444;276;Undirected;
445;1;Undirected;
445;2;Undirected;
445;290;Undirected;
446;2;Undirected;
446;15;Undirected;
446;79;Undirected;
447;44;Undirected;
447;74;Undirected;
447;212;Undirected;
448;3;Undirected;
448;48;Undirected;
448;268;Undirected;
449;1;Undirected;
449;2;Undirected;
449;3;Undirected;
450;1;Undirected;
450;165;Undirected;
450;376;Undirected;
451;2;Undirected;
451;55;Undirected;
451;137;Undirected;
452;2;Undirected;
452;3;Undirected;
452;35;Undirected;
453;3;Undirected;
453;89;Undirected;
453;233;Undirected;
454;290;Undirected;
454;1;Undirected;
454;2;Undirected;
455;2;Undirected;
455;8;Undirected;
455;17;Undirected;
456;1;Undirected;
456;116;Undirected;
456;242;Undirected;
457;1;Undirected;
457;2;Undirected;
457;3;Undirected;
458;1;Undirected;
458;2;Undirected;
458;8;Undirected;
459;3;Undirected;
459;11;Undirected;
459;29;Undirected;
460;1;Undirected;
460;3;Undirected;
460;130;Undirected;
461;1;Undirected;
461;3;Undirected;
461;24;Undirected;
462;14;Undirected;
462;18;Undirected;
462;96;Undirected;
463;1;Undirected;
463;3;Undirected;
463;40;Undirected;
464;1;Undirected;
464;2;Undirected;
464;152;Undirected;
465;12;Undirected;
465;22;Undirected;
465;71;Undirected;
466;3;Undirected;
466;15;Undirected;
466;22;Undirected;
467;1;Undirected;
467;2;Undirected;
467;3;Undirected;
468;2;Undirected;
468;3;Undirected;
468;6;Undirected;
