Source;Target;Weight;Type
0;652;1;Undirected
0;1164;1;Undirected
0;3215;1;Undirected
0;1680;1;Undirected
0;6289;1;Undirected
0;3218;1;Undirected
0;2197;1;Undirected
0;666;1;Undirected
0;4763;1;Undirected
0;2716;1;Undirected
0;163;1;Undirected
0;165;1;Undirected
0;677;1;Undirected
0;2725;1;Undirected
0;4773;1;Undirected
0;5288;1;Undirected
0;5291;1;Undirected
0;174;1;Undirected
0;1199;1;Undirected
0;178;1;Undirected
0;2740;1;Undirected
0;182;1;Undirected
0;3766;1;Undirected
0;2234;1;Undirected
0;1211;1;Undirected
0;2235;1;Undirected
0;1725;1;Undirected
0;2240;1;Undirected
0;4800;1;Undirected
0;706;1;Undirected
0;2242;1;Undirected
0;709;1;Undirected
0;4807;1;Undirected
0;3278;1;Undirected
0;1743;1;Undirected
0;6351;1;Undirected
0;6355;1;Undirected
0;214;1;Undirected
0;215;1;Undirected
0;1240;1;Undirected
0;2777;1;Undirected
0;2778;1;Undirected
0;2267;1;Undirected
0;5853;1;Undirected
0;4830;1;Undirected
0;2786;1;Undirected
0;4834;1;Undirected
0;227;1;Undirected
0;1251;1;Undirected
0;741;1;Undirected
0;1253;1;Undirected
0;3817;1;Undirected
0;1261;1;Undirected
0;238;1;Undirected
0;5358;1;Undirected
0;5871;1;Undirected
0;6389;1;Undirected
0;1782;1;Undirected
0;759;1;Undirected
0;5372;1;Undirected
0;5378;1;Undirected
0;1283;1;Undirected
0;260;1;Undirected
0;263;1;Undirected
0;3335;1;Undirected
0;264;1;Undirected
0;2312;1;Undirected
0;5896;1;Undirected
0;5897;1;Undirected
0;3341;1;Undirected
0;270;1;Undirected
0;1295;1;Undirected
0;1296;1;Undirected
0;2836;1;Undirected
0;789;1;Undirected
0;790;1;Undirected
0;2838;1;Undirected
0;1304;1;Undirected
0;1820;1;Undirected
0;797;1;Undirected
0;5406;1;Undirected
0;1312;1;Undirected
0;3360;1;Undirected
0;2849;1;Undirected
0;4385;1;Undirected
0;3877;1;Undirected
0;295;1;Undirected
0;296;1;Undirected
0;1324;1;Undirected
0;6446;1;Undirected
0;1328;1;Undirected
0;819;1;Undirected
0;5428;1;Undirected
0;826;1;Undirected
0;3900;1;Undirected
0;5437;1;Undirected
0;322;1;Undirected
0;1346;1;Undirected
0;4932;1;Undirected
0;839;1;Undirected
0;4942;1;Undirected
0;2383;1;Undirected
0;850;1;Undirected
0;340;1;Undirected
0;2388;1;Undirected
0;2901;1;Undirected
0;344;1;Undirected
0;347;1;Undirected
0;3932;1;Undirected
0;2397;1;Undirected
0;1376;1;Undirected
0;865;1;Undirected
0;5986;1;Undirected
0;867;1;Undirected
0;3940;1;Undirected
0;4965;1;Undirected
0;1384;1;Undirected
0;3432;1;Undirected
0;362;1;Undirected
0;3946;1;Undirected
0;3437;1;Undirected
0;4975;1;Undirected
0;6006;1;Undirected
0;375;1;Undirected
0;5499;1;Undirected
0;892;1;Undirected
0;383;1;Undirected
0;2431;1;Undirected
0;1408;1;Undirected
0;1414;1;Undirected
0;1418;1;Undirected
0;401;1;Undirected
0;5523;1;Undirected
0;3997;1;Undirected
0;3487;1;Undirected
0;5025;1;Undirected
0;418;1;Undirected
0;1445;1;Undirected
0;423;1;Undirected
0;425;1;Undirected
0;5033;1;Undirected
0;3498;1;Undirected
0;939;1;Undirected
0;4018;1;Undirected
0;5052;1;Undirected
0;4548;1;Undirected
0;3019;1;Undirected
0;5067;1;Undirected
0;1486;1;Undirected
0;464;1;Undirected
0;3541;1;Undirected
0;3031;1;Undirected
0;5084;1;Undirected
0;3552;1;Undirected
0;993;1;Undirected
0;488;1;Undirected
0;3048;1;Undirected
0;2538;1;Undirected
0;5619;1;Undirected
0;508;1;Undirected
0;2556;1;Undirected
1;4608;1;Undirected
1;2;1;Undirected
1;3;1;Undirected
1;3075;1;Undirected
1;4;1;Undirected
1;1540;1;Undirected
1;5;1;Undirected
1;4613;1;Undirected
1;5125;1;Undirected
1;6;1;Undirected
1;3078;1;Undirected
1;7;1;Undirected
1;8;1;Undirected
1;9;1;Undirected
1;11;1;Undirected
1;13;1;Undirected
1;1037;1;Undirected
1;2061;1;Undirected
1;3598;1;Undirected
1;5134;1;Undirected
1;15;1;Undirected
1;16;1;Undirected
1;18;1;Undirected
1;19;1;Undirected
1;5651;1;Undirected
1;21;1;Undirected
1;5653;1;Undirected
1;2582;1;Undirected
1;23;1;Undirected
1;2583;1;Undirected
1;3607;1;Undirected
1;1050;1;Undirected
1;28;1;Undirected
1;31;1;Undirected
1;32;1;Undirected
1;546;1;Undirected
1;4643;1;Undirected
1;6179;1;Undirected
1;2084;1;Undirected
1;39;1;Undirected
1;1575;1;Undirected
1;1065;1;Undirected
1;42;1;Undirected
1;6187;1;Undirected
1;1072;1;Undirected
1;563;1;Undirected
1;2099;1;Undirected
1;53;1;Undirected
1;5685;1;Undirected
1;2616;1;Undirected
1;2618;1;Undirected
1;59;1;Undirected
1;571;1;Undirected
1;1595;1;Undirected
1;61;1;Undirected
1;573;1;Undirected
1;4161;1;Undirected
1;3139;1;Undirected
1;6212;1;Undirected
1;72;1;Undirected
1;74;1;Undirected
1;3146;1;Undirected
1;75;1;Undirected
1;78;1;Undirected
1;590;1;Undirected
1;3666;1;Undirected
1;1112;1;Undirected
1;1114;1;Undirected
1;91;1;Undirected
1;1627;1;Undirected
1;1118;1;Undirected
1;95;1;Undirected
1;96;1;Undirected
1;98;1;Undirected
1;612;1;Undirected
1;101;1;Undirected
1;616;1;Undirected
1;3177;1;Undirected
1;107;1;Undirected
1;2668;1;Undirected
1;109;1;Undirected
1;3696;1;Undirected
1;115;1;Undirected
1;117;1;Undirected
1;1654;1;Undirected
1;5244;1;Undirected
1;637;1;Undirected
1;639;1;Undirected
1;1664;1;Undirected
1;129;1;Undirected
1;3201;1;Undirected
1;5762;1;Undirected
1;1670;1;Undirected
1;3207;1;Undirected
1;136;1;Undirected
1;5769;1;Undirected
1;4238;1;Undirected
1;5778;1;Undirected
1;5780;1;Undirected
1;662;1;Undirected
1;2198;1;Undirected
1;3735;1;Undirected
1;4248;1;Undirected
1;5273;1;Undirected
1;6298;1;Undirected
1;157;1;Undirected
1;2209;1;Undirected
1;680;1;Undirected
1;681;1;Undirected
1;5289;1;Undirected
1;2219;1;Undirected
1;4267;1;Undirected
1;3244;1;Undirected
1;174;1;Undirected
1;3758;1;Undirected
1;176;1;Undirected
1;2737;1;Undirected
1;183;1;Undirected
1;2744;1;Undirected
1;3259;1;Undirected
1;3772;1;Undirected
1;3265;1;Undirected
1;712;1;Undirected
1;201;1;Undirected
1;2251;1;Undirected
1;3277;1;Undirected
1;5328;1;Undirected
1;3794;1;Undirected
1;4306;1;Undirected
1;5843;1;Undirected
1;1239;1;Undirected
1;3290;1;Undirected
1;2782;1;Undirected
1;1764;1;Undirected
1;4325;1;Undirected
1;1254;1;Undirected
1;1767;1;Undirected
1;232;1;Undirected
1;744;1;Undirected
1;3816;1;Undirected
1;233;1;Undirected
1;2797;1;Undirected
1;1263;1;Undirected
1;4849;1;Undirected
1;2802;1;Undirected
1;3827;1;Undirected
1;1268;1;Undirected
1;245;1;Undirected
1;1272;1;Undirected
1;253;1;Undirected
1;5373;1;Undirected
1;255;1;Undirected
1;2305;1;Undirected
1;3848;1;Undirected
1;265;1;Undirected
1;1289;1;Undirected
1;1290;1;Undirected
1;5387;1;Undirected
1;269;1;Undirected
1;5902;1;Undirected
1;2326;1;Undirected
1;791;1;Undirected
1;3864;1;Undirected
1;795;1;Undirected
1;1309;1;Undirected
1;1310;1;Undirected
1;2335;1;Undirected
1;5919;1;Undirected
1;288;1;Undirected
1;290;1;Undirected
1;1319;1;Undirected
1;4903;1;Undirected
1;2856;1;Undirected
1;5928;1;Undirected
1;810;1;Undirected
1;3371;1;Undirected
1;301;1;Undirected
1;2864;1;Undirected
1;817;1;Undirected
1;4402;1;Undirected
1;821;1;Undirected
1;3894;1;Undirected
1;1335;1;Undirected
1;2877;1;Undirected
1;318;1;Undirected
1;320;1;Undirected
1;3904;1;Undirected
1;3394;1;Undirected
1;3906;1;Undirected
1;4935;1;Undirected
1;4936;1;Undirected
1;2892;1;Undirected
1;333;1;Undirected
1;1363;1;Undirected
1;3923;1;Undirected
1;341;1;Undirected
1;3927;1;Undirected
1;5466;1;Undirected
1;3932;1;Undirected
1;5981;1;Undirected
1;1889;1;Undirected
1;5988;1;Undirected
1;869;1;Undirected
1;1383;1;Undirected
1;362;1;Undirected
1;1387;1;Undirected
1;3947;1;Undirected
1;1388;1;Undirected
1;2925;1;Undirected
1;1903;1;Undirected
1;5999;1;Undirected
1;368;1;Undirected
1;1906;1;Undirected
1;1909;1;Undirected
1;3448;1;Undirected
1;378;1;Undirected
1;6011;1;Undirected
1;892;1;Undirected
1;5501;1;Undirected
1;3454;1;Undirected
1;1407;1;Undirected
1;387;1;Undirected
1;6534;1;Undirected
1;903;1;Undirected
1;4487;1;Undirected
1;5000;1;Undirected
1;1933;1;Undirected
1;5518;1;Undirected
1;2448;1;Undirected
1;1426;1;Undirected
1;6035;1;Undirected
1;406;1;Undirected
1;919;1;Undirected
1;2968;1;Undirected
1;3992;1;Undirected
1;4507;1;Undirected
1;3484;1;Undirected
1;413;1;Undirected
1;2974;1;Undirected
1;2463;1;Undirected
1;3999;1;Undirected
1;5536;1;Undirected
1;4514;1;Undirected
1;1956;1;Undirected
1;3494;1;Undirected
1;427;1;Undirected
1;5548;1;Undirected
1;2480;1;Undirected
1;948;1;Undirected
1;1461;1;Undirected
1;438;1;Undirected
1;1975;1;Undirected
1;440;1;Undirected
1;1469;1;Undirected
1;959;1;Undirected
1;2503;1;Undirected
1;2508;1;Undirected
1;6097;1;Undirected
1;467;1;Undirected
1;3027;1;Undirected
1;4054;1;Undirected
1;5080;1;Undirected
1;474;1;Undirected
1;3546;1;Undirected
1;4573;1;Undirected
1;3038;1;Undirected
1;479;1;Undirected
1;5088;1;Undirected
1;481;1;Undirected
1;3041;1;Undirected
1;1506;1;Undirected
1;997;1;Undirected
1;4070;1;Undirected
1;3559;1;Undirected
1;5095;1;Undirected
1;488;1;Undirected
1;6120;1;Undirected
1;2538;1;Undirected
1;492;1;Undirected
1;493;1;Undirected
1;2541;1;Undirected
1;1519;1;Undirected
1;2545;1;Undirected
1;1524;1;Undirected
1;1013;1;Undirected
1;4085;1;Undirected
1;2551;1;Undirected
1;1531;1;Undirected
1;3583;1;Undirected
2;512;1;Undirected
2;3;1;Undirected
2;2051;1;Undirected
2;4;1;Undirected
2;5;1;Undirected
2;1541;1;Undirected
2;6;1;Undirected
2;7;1;Undirected
2;2055;1;Undirected
2;8;1;Undirected
2;9;1;Undirected
2;4106;1;Undirected
2;12;1;Undirected
2;1548;1;Undirected
2;14;1;Undirected
2;1040;1;Undirected
2;3088;1;Undirected
2;17;1;Undirected
2;6164;1;Undirected
2;22;1;Undirected
2;26;1;Undirected
2;29;1;Undirected
2;542;1;Undirected
2;4129;1;Undirected
2;2084;1;Undirected
2;37;1;Undirected
2;1061;1;Undirected
2;2088;1;Undirected
2;41;1;Undirected
2;1577;1;Undirected
2;4138;1;Undirected
2;51;1;Undirected
2;52;1;Undirected
2;564;1;Undirected
2;1592;1;Undirected
2;58;1;Undirected
2;1083;1;Undirected
2;63;1;Undirected
2;1087;1;Undirected
2;578;1;Undirected
2;2117;1;Undirected
2;4678;1;Undirected
2;71;1;Undirected
2;1608;1;Undirected
2;1097;1;Undirected
2;586;1;Undirected
2;587;1;Undirected
2;3659;1;Undirected
2;2124;1;Undirected
2;1613;1;Undirected
2;590;1;Undirected
2;1103;1;Undirected
2;1615;1;Undirected
2;592;1;Undirected
2;4176;1;Undirected
2;4690;1;Undirected
2;1621;1;Undirected
2;3161;1;Undirected
2;4699;1;Undirected
2;3164;1;Undirected
2;96;1;Undirected
2;98;1;Undirected
2;2148;1;Undirected
2;4196;1;Undirected
2;613;1;Undirected
2;6246;1;Undirected
2;3178;1;Undirected
2;109;1;Undirected
2;3183;1;Undirected
2;3186;1;Undirected
2;5235;1;Undirected
2;1652;1;Undirected
2;1653;1;Undirected
2;3190;1;Undirected
2;1656;1;Undirected
2;3192;1;Undirected
2;1145;1;Undirected
2;130;1;Undirected
2;1155;1;Undirected
2;2691;1;Undirected
2;3717;1;Undirected
2;2694;1;Undirected
2;3718;1;Undirected
2;135;1;Undirected
2;138;1;Undirected
2;140;1;Undirected
2;143;1;Undirected
2;1167;1;Undirected
2;5263;1;Undirected
2;1168;1;Undirected
2;2196;1;Undirected
2;3220;1;Undirected
2;149;1;Undirected
2;6293;1;Undirected
2;5271;1;Undirected
2;2718;1;Undirected
2;3742;1;Undirected
2;1183;1;Undirected
2;1695;1;Undirected
2;4767;1;Undirected
2;1696;1;Undirected
2;1698;1;Undirected
2;3747;1;Undirected
2;1189;1;Undirected
2;678;1;Undirected
2;1704;1;Undirected
2;2216;1;Undirected
2;1193;1;Undirected
2;5294;1;Undirected
2;1199;1;Undirected
2;3762;1;Undirected
2;6322;1;Undirected
2;4787;1;Undirected
2;693;1;Undirected
2;188;1;Undirected
2;2748;1;Undirected
2;190;1;Undirected
2;1217;1;Undirected
2;200;1;Undirected
2;2248;1;Undirected
2;1737;1;Undirected
2;3785;1;Undirected
2;4297;1;Undirected
2;1741;1;Undirected
2;2253;1;Undirected
2;5837;1;Undirected
2;3790;1;Undirected
2;5327;1;Undirected
2;2256;1;Undirected
2;2772;1;Undirected
2;215;1;Undirected
2;1752;1;Undirected
2;1241;1;Undirected
2;3804;1;Undirected
2;1245;1;Undirected
2;223;1;Undirected
2;224;1;Undirected
2;225;1;Undirected
2;1761;1;Undirected
2;2785;1;Undirected
2;3299;1;Undirected
2;232;1;Undirected
2;6379;1;Undirected
2;1261;1;Undirected
2;2287;1;Undirected
2;1265;1;Undirected
2;243;1;Undirected
2;1269;1;Undirected
2;760;1;Undirected
2;4344;1;Undirected
2;3323;1;Undirected
2;3836;1;Undirected
2;254;1;Undirected
2;3330;1;Undirected
2;771;1;Undirected
2;260;1;Undirected
2;1802;1;Undirected
2;6412;1;Undirected
2;1293;1;Undirected
2;3345;1;Undirected
2;2834;1;Undirected
2;4887;1;Undirected
2;282;1;Undirected
2;1306;1;Undirected
2;1819;1;Undirected
2;4380;1;Undirected
2;2334;1;Undirected
2;5918;1;Undirected
2;3871;1;Undirected
2;800;1;Undirected
2;1825;1;Undirected
2;293;1;Undirected
2;2855;1;Undirected
2;4904;1;Undirected
2;4905;1;Undirected
2;5417;1;Undirected
2;4394;1;Undirected
2;299;1;Undirected
2;1325;1;Undirected
2;303;1;Undirected
2;3375;1;Undirected
2;306;1;Undirected
2;3890;1;Undirected
2;4914;1;Undirected
2;6450;1;Undirected
2;3891;1;Undirected
2;4917;1;Undirected
2;311;1;Undirected
2;1337;1;Undirected
2;831;1;Undirected
2;323;1;Undirected
2;4931;1;Undirected
2;5446;1;Undirected
2;2376;1;Undirected
2;3914;1;Undirected
2;844;1;Undirected
2;337;1;Undirected
2;5458;1;Undirected
2;3923;1;Undirected
2;2388;1;Undirected
2;5972;1;Undirected
2;3413;1;Undirected
2;854;1;Undirected
2;344;1;Undirected
2;1372;1;Undirected
2;5980;1;Undirected
2;349;1;Undirected
2;5981;1;Undirected
2;1890;1;Undirected
2;3426;1;Undirected
2;5474;1;Undirected
2;6501;1;Undirected
2;2410;1;Undirected
2;1387;1;Undirected
2;876;1;Undirected
2;4974;1;Undirected
2;5998;1;Undirected
2;3440;1;Undirected
2;369;1;Undirected
2;370;1;Undirected
2;4467;1;Undirected
2;886;1;Undirected
2;377;1;Undirected
2;2427;1;Undirected
2;6530;1;Undirected
2;387;1;Undirected
2;1417;1;Undirected
2;5003;1;Undirected
2;4492;1;Undirected
2;6541;1;Undirected
2;398;1;Undirected
2;1935;1;Undirected
2;2959;1;Undirected
2;1426;1;Undirected
2;3477;1;Undirected
2;4501;1;Undirected
2;2967;1;Undirected
2;922;1;Undirected
2;3482;1;Undirected
2;1947;1;Undirected
2;2461;1;Undirected
2;1442;1;Undirected
2;1448;1;Undirected
2;5033;1;Undirected
2;427;1;Undirected
2;1964;1;Undirected
2;1456;1;Undirected
2;949;1;Undirected
2;442;1;Undirected
2;1467;1;Undirected
2;3515;1;Undirected
2;449;1;Undirected
2;1474;1;Undirected
2;4034;1;Undirected
2;4547;1;Undirected
2;965;1;Undirected
2;2501;1;Undirected
2;6088;1;Undirected
2;3017;1;Undirected
2;6089;1;Undirected
2;458;1;Undirected
2;460;1;Undirected
2;4044;1;Undirected
2;5580;1;Undirected
2;462;1;Undirected
2;4046;1;Undirected
2;4559;1;Undirected
2;978;1;Undirected
2;4566;1;Undirected
2;471;1;Undirected
2;2009;1;Undirected
2;2523;1;Undirected
2;478;1;Undirected
2;3553;1;Undirected
2;997;1;Undirected
2;5606;1;Undirected
2;4586;1;Undirected
2;6124;1;Undirected
2;1006;1;Undirected
2;6126;1;Undirected
2;2031;1;Undirected
2;5105;1;Undirected
2;505;1;Undirected
2;1529;1;Undirected
2;1530;1;Undirected
2;2043;1;Undirected
2;2555;1;Undirected
3;1539;1;Undirected
3;3587;1;Undirected
3;4;1;Undirected
3;5;1;Undirected
3;2053;1;Undirected
3;4101;1;Undirected
3;6;1;Undirected
3;7;1;Undirected
3;8;1;Undirected
3;3080;1;Undirected
3;9;1;Undirected
3;3593;1;Undirected
3;11;1;Undirected
3;12;1;Undirected
3;3085;1;Undirected
3;1550;1;Undirected
3;19;1;Undirected
3;20;1;Undirected
3;21;1;Undirected
3;3094;1;Undirected
3;2071;1;Undirected
3;2588;1;Undirected
3;1566;1;Undirected
3;31;1;Undirected
3;2079;1;Undirected
3;4640;1;Undirected
3;2083;1;Undirected
3;36;1;Undirected
3;4644;1;Undirected
3;1574;1;Undirected
3;5675;1;Undirected
3;47;1;Undirected
3;560;1;Undirected
3;49;1;Undirected
3;50;1;Undirected
3;4658;1;Undirected
3;3637;1;Undirected
3;1078;1;Undirected
3;568;1;Undirected
3;4152;1;Undirected
3;1082;1;Undirected
3;2106;1;Undirected
3;3131;1;Undirected
3;62;1;Undirected
3;2622;1;Undirected
3;63;1;Undirected
3;2113;1;Undirected
3;1090;1;Undirected
3;67;1;Undirected
3;3651;1;Undirected
3;69;1;Undirected
3;6216;1;Undirected
3;73;1;Undirected
3;74;1;Undirected
3;76;1;Undirected
3;77;1;Undirected
3;80;1;Undirected
3;2640;1;Undirected
3;83;1;Undirected
3;1111;1;Undirected
3;2136;1;Undirected
3;89;1;Undirected
3;604;1;Undirected
3;95;1;Undirected
3;3685;1;Undirected
3;102;1;Undirected
3;5223;1;Undirected
3;104;1;Undirected
3;616;1;Undirected
3;4202;1;Undirected
3;3179;1;Undirected
3;1133;1;Undirected
3;112;1;Undirected
3;5232;1;Undirected
3;6257;1;Undirected
3;632;1;Undirected
3;634;1;Undirected
3;123;1;Undirected
3;637;1;Undirected
3;6270;1;Undirected
3;1153;1;Undirected
3;5252;1;Undirected
3;2181;1;Undirected
3;138;1;Undirected
3;2186;1;Undirected
3;4234;1;Undirected
3;2702;1;Undirected
3;6288;1;Undirected
3;6289;1;Undirected
3;148;1;Undirected
3;1684;1;Undirected
3;5268;1;Undirected
3;1686;1;Undirected
3;663;1;Undirected
3;2199;1;Undirected
3;4247;1;Undirected
3;1691;1;Undirected
3;156;1;Undirected
3;669;1;Undirected
3;673;1;Undirected
3;2722;1;Undirected
3;4259;1;Undirected
3;1706;1;Undirected
3;3755;1;Undirected
3;4268;1;Undirected
3;4780;1;Undirected
3;3245;1;Undirected
3;5810;1;Undirected
3;693;1;Undirected
3;2230;1;Undirected
3;4281;1;Undirected
3;3776;1;Undirected
3;193;1;Undirected
3;1729;1;Undirected
3;2241;1;Undirected
3;4802;1;Undirected
3;196;1;Undirected
3;2757;1;Undirected
3;711;1;Undirected
3;1223;1;Undirected
3;2247;1;Undirected
3;5319;1;Undirected
3;203;1;Undirected
3;5323;1;Undirected
3;2255;1;Undirected
3;210;1;Undirected
3;3282;1;Undirected
3;723;1;Undirected
3;2772;1;Undirected
3;5335;1;Undirected
3;2776;1;Undirected
3;2777;1;Undirected
3;3802;1;Undirected
3;731;1;Undirected
3;1755;1;Undirected
3;1244;1;Undirected
3;221;1;Undirected
3;1246;1;Undirected
3;223;1;Undirected
3;225;1;Undirected
3;227;1;Undirected
3;228;1;Undirected
3;231;1;Undirected
3;4839;1;Undirected
3;4840;1;Undirected
3;4847;1;Undirected
3;2800;1;Undirected
3;3312;1;Undirected
3;1777;1;Undirected
3;1267;1;Undirected
3;1782;1;Undirected
3;5366;1;Undirected
3;759;1;Undirected
3;250;1;Undirected
3;763;1;Undirected
3;1278;1;Undirected
3;256;1;Undirected
3;259;1;Undirected
3;4360;1;Undirected
3;5388;1;Undirected
3;1296;1;Undirected
3;5392;1;Undirected
3;1813;1;Undirected
3;4373;1;Undirected
3;1814;1;Undirected
3;792;1;Undirected
3;3352;1;Undirected
3;5401;1;Undirected
3;3882;1;Undirected
3;3883;1;Undirected
3;4915;1;Undirected
3;1845;1;Undirected
3;4918;1;Undirected
3;4920;1;Undirected
3;2876;1;Undirected
3;3901;1;Undirected
3;1343;1;Undirected
3;832;1;Undirected
3;1856;1;Undirected
3;4417;1;Undirected
3;6465;1;Undirected
3;3907;1;Undirected
3;1350;1;Undirected
3;840;1;Undirected
3;2377;1;Undirected
3;4945;1;Undirected
3;4435;1;Undirected
3;1367;1;Undirected
3;1881;1;Undirected
3;5977;1;Undirected
3;2394;1;Undirected
3;4442;1;Undirected
3;860;1;Undirected
3;353;1;Undirected
3;865;1;Undirected
3;1889;1;Undirected
3;6497;1;Undirected
3;6498;1;Undirected
3;871;1;Undirected
3;2920;1;Undirected
3;4464;1;Undirected
3;3442;1;Undirected
3;4980;1;Undirected
3;375;1;Undirected
3;1911;1;Undirected
3;376;1;Undirected
3;3960;1;Undirected
3;378;1;Undirected
3;384;1;Undirected
3;3460;1;Undirected
3;6533;1;Undirected
3;1927;1;Undirected
3;392;1;Undirected
3;3464;1;Undirected
3;394;1;Undirected
3;395;1;Undirected
3;2958;1;Undirected
3;1423;1;Undirected
3;5522;1;Undirected
3;3475;1;Undirected
3;3994;1;Undirected
3;3995;1;Undirected
3;414;1;Undirected
3;931;1;Undirected
3;3491;1;Undirected
3;420;1;Undirected
3;1961;1;Undirected
3;426;1;Undirected
3;434;1;Undirected
3;1463;1;Undirected
3;440;1;Undirected
3;442;1;Undirected
3;1980;1;Undirected
3;446;1;Undirected
3;959;1;Undirected
3;1985;1;Undirected
3;5572;1;Undirected
3;2507;1;Undirected
3;2511;1;Undirected
3;5072;1;Undirected
3;4563;1;Undirected
3;479;1;Undirected
3;5090;1;Undirected
3;6114;1;Undirected
3;3048;1;Undirected
3;489;1;Undirected
3;5099;1;Undirected
3;494;1;Undirected
3;1519;1;Undirected
3;1011;1;Undirected
3;1524;1;Undirected
3;2036;1;Undirected
4;512;1;Undirected
4;6146;1;Undirected
4;5;1;Undirected
4;517;1;Undirected
4;6;1;Undirected
4;7;1;Undirected
4;8;1;Undirected
4;9;1;Undirected
4;11;1;Undirected
4;5132;1;Undirected
4;14;1;Undirected
4;2062;1;Undirected
4;2574;1;Undirected
4;17;1;Undirected
4;529;1;Undirected
4;18;1;Undirected
4;1043;1;Undirected
4;4628;1;Undirected
4;533;1;Undirected
4;1045;1;Undirected
4;24;1;Undirected
4;4120;1;Undirected
4;538;1;Undirected
4;28;1;Undirected
4;29;1;Undirected
4;30;1;Undirected
4;1566;1;Undirected
4;4127;1;Undirected
4;3616;1;Undirected
4;33;1;Undirected
4;1057;1;Undirected
4;547;1;Undirected
4;43;1;Undirected
4;556;1;Undirected
4;557;1;Undirected
4;1069;1;Undirected
4;559;1;Undirected
4;1585;1;Undirected
4;56;1;Undirected
4;1592;1;Undirected
4;1083;1;Undirected
4;572;1;Undirected
4;61;1;Undirected
4;1086;1;Undirected
4;64;1;Undirected
4;66;1;Undirected
4;68;1;Undirected
4;70;1;Undirected
4;3654;1;Undirected
4;3146;1;Undirected
4;75;1;Undirected
4;77;1;Undirected
4;592;1;Undirected
4;594;1;Undirected
4;598;1;Undirected
4;2135;1;Undirected
4;1113;1;Undirected
4;91;1;Undirected
4;1627;1;Undirected
4;5212;1;Undirected
4;94;1;Undirected
4;2656;1;Undirected
4;102;1;Undirected
4;1639;1;Undirected
4;1128;1;Undirected
4;5229;1;Undirected
4;111;1;Undirected
4;2671;1;Undirected
4;1648;1;Undirected
4;625;1;Undirected
4;4721;1;Undirected
4;114;1;Undirected
4;1138;1;Undirected
4;118;1;Undirected
4;4215;1;Undirected
4;3192;1;Undirected
4;121;1;Undirected
4;1658;1;Undirected
4;3194;1;Undirected
4;123;1;Undirected
4;124;1;Undirected
4;636;1;Undirected
4;637;1;Undirected
4;2685;1;Undirected
4;3199;1;Undirected
4;642;1;Undirected
4;1161;1;Undirected
4;653;1;Undirected
4;4239;1;Undirected
4;5775;1;Undirected
4;145;1;Undirected
4;5265;1;Undirected
4;6292;1;Undirected
4;2710;1;Undirected
4;2714;1;Undirected
4;158;1;Undirected
4;670;1;Undirected
4;168;1;Undirected
4;680;1;Undirected
4;2218;1;Undirected
4;1196;1;Undirected
4;686;1;Undirected
4;5299;1;Undirected
4;3260;1;Undirected
4;191;1;Undirected
4;703;1;Undirected
4;1215;1;Undirected
4;2241;1;Undirected
4;194;1;Undirected
4;2243;1;Undirected
4;199;1;Undirected
4;713;1;Undirected
4;204;1;Undirected
